sample	long_gene_metastasis_score
TCGA-EE-A3JD-06	1.5578366444695892
TCGA-EE-A3JE-06	1.5310518046489237
TCGA-EE-A3JH-06	0.9909884535965016
TCGA-EE-A3JI-06	0.5686381368588319
TCGA-ER-A193-06	0.9281479333852903
TCGA-ER-A194-01	-0.9313273219490382
TCGA-ER-A195-06	0.8327824731147117
TCGA-ER-A196-01	-2.829201312700099
TCGA-ER-A197-06	-0.5422968876341063
TCGA-ER-A198-06	0.5673412645778143
TCGA-ER-A199-06	1.1151976784419728
TCGA-ER-A19A-06	0.12203928984903722
TCGA-ER-A19B-06	0.1980452631636227
TCGA-ER-A19C-06	-0.023836761761986104
TCGA-ER-A19D-06	1.5351298656253083
TCGA-ER-A19E-06	0.4071077927100869
TCGA-ER-A19F-06	0.06518399932463415
TCGA-ER-A19G-06	1.1098310557057496
TCGA-ER-A19H-06	1.4373206000687682
TCGA-ER-A19J-06	0.021799719485277314
TCGA-ER-A19K-01	-1.8718606286266377
TCGA-ER-A19L-06	0.6753064673759877
TCGA-ER-A19M-06	0.7382987248839651
TCGA-ER-A19N-06	0.08480652869480887
TCGA-ER-A19O-06	0.027496660586553368
TCGA-ER-A19P-06	1.3696654861679771
TCGA-ER-A19Q-06	0.48051832389899557
TCGA-ER-A19S-06	1.220596311904492
TCGA-ER-A19T-01	-0.37523505173095717
TCGA-ER-A19T-06	0.29561006055811834
TCGA-ER-A19W-06	1.1696292234087016
TCGA-ER-A1A1-06	1.539898545950594
TCGA-ER-A2NB-01	-4.159196638720029
TCGA-ER-A2NC-06	1.4068156813343473
TCGA-ER-A2ND-06	-0.7865890111373066
TCGA-ER-A2NE-06	-0.6171228681722019
TCGA-ER-A2NF-01	-0.48759327407414654
TCGA-ER-A2NF-06	0.21710803692554625
TCGA-ER-A2NG-06	0.14218232540108175
TCGA-ER-A2NH-06	0.34052927698984803
TCGA-ER-A3ES-06	-0.1037560682091383
TCGA-ER-A3ET-06	0.8226567290299618
TCGA-ER-A3EV-06	-0.3224118545828143
TCGA-ER-A3PL-06	0.5090310591256825
TCGA-ER-A42H-01	-0.06055663556101376
TCGA-ER-A42K-06	0.9287379774436413
TCGA-ER-A42L-06	0.9321322659314832
TCGA-FR-A2OS-01	-0.03411031945512241
TCGA-FR-A3R1-01	-0.12458186152614814
TCGA-FR-A3YN-06	0.5604211127713039
TCGA-FR-A3YO-06	-1.0628534193157069
TCGA-FR-A44A-06	0.8557913520427558
TCGA-FR-A69P-06	0.4525366806307478
TCGA-FR-A726-01	-1.067915104864483
TCGA-FR-A728-01	-0.10647037423860593
