category	term	goseq_p	goseq_padj	hyper_p	hyper_padj
GO:0032688	negative regulation of interferon-beta production	0.5848213738125788	1	0.5948860533779868	1
GO:0032717	negative regulation of interleukin-8 production	0.584928557821832	1	0.5948860533779868	1
GO:0061050	regulation of cell growth involved in cardiac muscle cell development	0.5852335731798283	1	0.5948860533779868	1
GO:0014819	regulation of skeletal muscle contraction	0.5857351461225082	1	0.5697185905268884	1
GO:0010866	regulation of triglyceride biosynthetic process	0.5862087201310158	1	0.6185831948764524	1
GO:0001755	neural crest cell migration	0.586389205797941	1	0.6310377451857918	1
GO:0061795	Golgi lumen acidification	0.5866869716005501	1	0.5429897000991846	1
GO:0090051	negative regulation of cell migration involved in sprouting angiogenesis	0.5867757619416198	1	0.6185831948764524	1
GO:0051055	negative regulation of lipid biosynthetic process	0.5868425935980032	1	0.5927075458068191	1
GO:0060856	establishment of blood-brain barrier	0.5870079885647197	1	0.5697185905268884	1
GO:0070669	response to interleukin-2	0.5870688665047251	1	0.5697185905268884	1
GO:1904705	regulation of vascular associated smooth muscle cell proliferation	0.5872215086185567	1	0.6432451728943251	1
GO:0044771	meiotic cell cycle phase transition	0.5872377849545759	1	0.5697185905268884	1
GO:0006825	copper ion transport	0.5875780827935664	1	0.6185831948764524	1
GO:0032905	transforming growth factor beta1 production	0.5878797871005711	1	0.5697185905268884	1
GO:0032310	prostaglandin secretion	0.5879867848686365	1	0.5697185905268884	1
GO:0018193	peptidyl-amino acid modification	0.5888446244785632	1	0.6445880106263253	1
GO:0036507	protein demannosylation	0.5891864522787513	1	0.6185831948764524	1
GO:0036508	protein alpha-1,2-demannosylation	0.5891864522787513	1	0.6185831948764524	1
GO:0046753	non-lytic viral release	0.5892273075078693	1	0.5429897000991846	1
GO:0045176	apical protein localization	0.5895917162775912	1	0.6185831948764524	1
GO:0060341	regulation of cellular localization	0.5909941165992589	1	0.664271885383347	1
GO:0045026	plasma membrane fusion	0.5910012828025681	1	0.5429897000991846	1
GO:0039531	regulation of cytoplasmic pattern recognition receptor signaling pathway	0.5912621374603276	1	0.6619154267596525	1
GO:0010421	hydrogen peroxide-mediated programmed cell death	0.5912784989286342	1	0.5948860533779868	1
GO:0097468	programmed cell death in response to reactive oxygen species	0.5912784989286342	1	0.5948860533779868	1
GO:1903531	negative regulation of secretion by cell	0.591420729478892	1	0.5837175150376244	1
GO:0097479	synaptic vesicle localization	0.5914891268998826	1	0.6432451728943251	1
GO:0065009	regulation of molecular function	0.5917896059878288	1	0.6294993416641325	1
GO:0071353	cellular response to interleukin-4	0.5919773861287655	1	0.5987852157743436	1
GO:0099536	synaptic signaling	0.5921296499319361	1	0.7452970746539368	1
GO:2000136	regulation of cell proliferation involved in heart morphogenesis	0.592269121101354	1	0.6185831948764524	1
GO:1903830	magnesium ion transmembrane transport	0.5926833921849186	1	0.6619046999596773	1
GO:0003203	endocardial cushion morphogenesis	0.5930833797983674	1	0.6301712124651655	1
GO:1901879	regulation of protein depolymerization	0.5935324054848985	1	0.6758229229736958	1
GO:0046456	icosanoid biosynthetic process	0.5938726786305186	1	0.5087443342842501	1
GO:0072498	embryonic skeletal joint development	0.5942557811336537	1	0.5948860533779868	1
GO:0090288	negative regulation of cellular response to growth factor stimulus	0.5943181675892893	1	0.6302021439882484	1
GO:0050686	negative regulation of mRNA processing	0.5948183098262181	1	0.6185831948764524	1
GO:0006518	peptide metabolic process	0.5950070228258529	1	0.6310377451857918	1
GO:0090158	endoplasmic reticulum membrane organization	0.5952031405436231	1	0.5948860533779868	1
GO:0062208	positive regulation of pattern recognition receptor signaling pathway	0.5952688494381833	1	0.6658949353684156	1
GO:1903861	positive regulation of dendrite extension	0.595289869988477	1	0.6408958116823863	1
GO:0023035	CD40 signaling pathway	0.5952998674650712	1	0.6185831948764524	1
GO:0031018	endocrine pancreas development	0.5953487684183408	1	0.6301712124651655	1
GO:0007611	learning or memory	0.595539764863789	1	0.6638041199582881	1
GO:0071229	cellular response to acid chemical	0.5957325851649466	1	0.655761262522735	1
GO:0001953	negative regulation of cell-matrix adhesion	0.5958176578991023	1	0.6301712124651655	1
GO:0009154	purine ribonucleotide catabolic process	0.5958210273470966	1	0.5923759217629343	1
GO:2000317	negative regulation of T-helper 17 type immune response	0.5960124797582242	1	0.5697185905268884	1
GO:0006862	nucleotide transport	0.5960270298542911	1	0.6147231870500846	1
GO:1903543	positive regulation of exosomal secretion	0.5960440329898199	1	0.5948860533779868	1
GO:0046777	protein autophosphorylation	0.5961696150843849	1	0.7171081048543219	1
GO:0032602	chemokine production	0.5964184492880726	1	0.5378349768369037	1
GO:0032642	regulation of chemokine production	0.5964184492880726	1	0.5378349768369037	1
GO:1902410	mitotic cytokinetic process	0.5964674988748727	1	0.5987852157743436	1
GO:0046460	neutral lipid biosynthetic process	0.596642185893665	1	0.6301712124651655	1
GO:0046463	acylglycerol biosynthetic process	0.596642185893665	1	0.6301712124651655	1
GO:0035864	response to potassium ion	0.5966987027742322	1	0.6185831948764524	1
GO:0030258	lipid modification	0.5967320572695789	1	0.6330754015879225	1
GO:0034349	glial cell apoptotic process	0.5967446018744134	1	0.6185831948764524	1
GO:1901029	negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	0.5967572433011264	1	0.5429897000991846	1
GO:0042982	amyloid precursor protein metabolic process	0.5972781283280406	1	0.6132019377279895	1
GO:0010976	positive regulation of neuron projection development	0.5973581215434114	1	0.6810996871351365	1
GO:0039692	single stranded viral RNA replication via double stranded DNA intermediate	0.5975079968821584	1	0.5697185905268884	1
GO:0033144	negative regulation of intracellular steroid hormone receptor signaling pathway	0.5977267328402267	1	0.6451320620353734	1
GO:0032725	positive regulation of granulocyte macrophage colony-stimulating factor production	0.5979376167885577	1	0.5146026381623099	1
GO:0006577	amino-acid betaine metabolic process	0.5983703707777616	1	0.6185831948764524	1
GO:0050807	regulation of synapse organization	0.5988063869728051	1	0.7313009131947663	1
GO:0002756	MyD88-independent toll-like receptor signaling pathway	0.5992826181821223	1	0.6185831948764524	1
GO:0010559	regulation of glycoprotein biosynthetic process	0.5994643511745523	1	0.5823560591070348	1
GO:0010719	negative regulation of epithelial to mesenchymal transition	0.5995054426795954	1	0.6147231870500846	1
GO:0055006	cardiac cell development	0.5997245056990701	1	0.6758229229736958	1
GO:0021517	ventral spinal cord development	0.6001687326465308	1	0.6301712124651655	1
GO:0062013	positive regulation of small molecule metabolic process	0.6007329072563318	1	0.6502915190684634	1
GO:0042481	regulation of odontogenesis	0.6010278804824271	1	0.5948860533779868	1
GO:0048771	tissue remodeling	0.601920566745619	1	0.6772621789342171	1
GO:0060644	mammary gland epithelial cell differentiation	0.6019595440363974	1	0.6185831948764524	1
GO:0141084	inflammasome-mediated signaling pathway	0.6021780044072134	1	0.6551647683270513	1
GO:0010712	regulation of collagen metabolic process	0.6026165135930419	1	0.5987852157743436	1
GO:0001893	maternal placenta development	0.6033530932426836	1	0.5987852157743436	1
GO:0034063	stress granule assembly	0.6035731610366967	1	0.6451320620353734	1
GO:0014009	glial cell proliferation	0.603680200592619	1	0.6057662489630051	1
GO:0046519	sphingoid metabolic process	0.6040909770071708	1	0.6408958116823863	1
GO:0051128	regulation of cellular component organization	0.6053667345567123	1	0.8094138133815656	1
GO:0097035	regulation of membrane lipid distribution	0.6054903832810371	1	0.6551647683270513	1
GO:0042307	positive regulation of protein import into nucleus	0.6055289591252223	1	0.6451320620353734	1
GO:0002076	osteoblast development	0.6055835427589582	1	0.5948860533779868	1
GO:0032890	regulation of organic acid transport	0.6060612453501661	1	0.6185440108397078	1
GO:1902904	negative regulation of supramolecular fiber organization	0.6061827937635766	1	0.6735611727684696	1
GO:1903076	regulation of protein localization to plasma membrane	0.6063421630534835	1	0.6363128318622286	1
GO:0046459	short-chain fatty acid metabolic process	0.6063553100416086	1	0.5697185905268884	1
GO:1905564	positive regulation of vascular endothelial cell proliferation	0.6063619331082313	1	0.6185831948764524	1
GO:0003180	aortic valve morphogenesis	0.6067599274610749	1	0.6301712124651655	1
GO:0099505	regulation of presynaptic membrane potential	0.607307002692109	1	0.6619046999596773	1
GO:0050687	negative regulation of defense response to virus	0.6079967694933479	1	0.5948860533779868	1
GO:0050908	detection of light stimulus involved in visual perception	0.6088972482180587	1	0.6185831948764524	1
GO:0050962	detection of light stimulus involved in sensory perception	0.6088972482180587	1	0.6185831948764524	1
GO:0042178	xenobiotic catabolic process	0.6091603826886216	1	0.6408958116823863	1
GO:0070886	positive regulation of calcineurin-NFAT signaling cascade	0.6092431765660975	1	0.6408958116823863	1
GO:0106058	positive regulation of calcineurin-mediated signaling	0.6092431765660975	1	0.6408958116823863	1
GO:0039535	regulation of RIG-I signaling pathway	0.6093944128720077	1	0.6408958116823863	1
GO:0048709	oligodendrocyte differentiation	0.6095764914758344	1	0.649138128028618	1
GO:0046598	positive regulation of viral entry into host cell	0.6098976898410173	1	0.5948860533779868	1
GO:0075294	positive regulation by symbiont of entry into host	0.6098976898410173	1	0.5948860533779868	1
GO:0034134	toll-like receptor 2 signaling pathway	0.6100294138646314	1	0.6185831948764524	1
GO:0015711	organic anion transport	0.6112091421664468	1	0.6587763105497921	1
GO:0072234	metanephric nephron tubule development	0.6113433809524788	1	0.6408958116823863	1
GO:0035743	CD4-positive, alpha-beta T cell cytokine production	0.6114208003537341	1	0.5948860533779868	1
GO:0010544	negative regulation of platelet activation	0.6115358730687688	1	0.6408958116823863	1
GO:0003161	cardiac conduction system development	0.6118467700834833	1	0.5987852157743436	1
GO:0015693	magnesium ion transport	0.6119535975907996	1	0.6816859464743481	1
GO:0060438	trachea development	0.6129107521916932	1	0.6408958116823863	1
GO:0042306	regulation of protein import into nucleus	0.613117108147799	1	0.6432451728943251	1
GO:0007268	chemical synaptic transmission	0.6135908758344195	1	0.7644389212860677	1
GO:0098916	anterograde trans-synaptic signaling	0.6135908758344195	1	0.7644389212860677	1
GO:0050961	detection of temperature stimulus involved in sensory perception	0.6141559896658899	1	0.6408958116823863	1
GO:1905907	negative regulation of amyloid fibril formation	0.6143297284015383	1	0.5146026381623099	1
GO:1903541	regulation of exosomal secretion	0.6151490721975573	1	0.6185831948764524	1
GO:0051898	negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	0.6152356583186855	1	0.6432451728943251	1
GO:0061323	cell proliferation involved in heart morphogenesis	0.6154573825859923	1	0.6408958116823863	1
GO:0061298	retina vasculature development in camera-type eye	0.6155005143475185	1	0.6619046999596773	1
GO:0050688	regulation of defense response to virus	0.6155027528610761	1	0.6185440108397078	1
GO:0070741	response to interleukin-6	0.6158773798551596	1	0.6147231870500846	1
GO:0097320	plasma membrane tubulation	0.6161574361676714	1	0.6619046999596773	1
GO:0015810	aspartate transmembrane transport	0.616859576546558	1	0.6619046999596773	1
GO:0061003	positive regulation of dendritic spine morphogenesis	0.617053325185003	1	0.6619046999596773	1
GO:0097212	lysosomal membrane organization	0.6172533511537983	1	0.5697185905268884	1
GO:0032288	myelin assembly	0.6173412679812167	1	0.6816859464743481	1
GO:0055064	chloride ion homeostasis	0.6175149447539868	1	0.6408958116823863	1
GO:1901880	negative regulation of protein depolymerization	0.6176459118863316	1	0.6999578306888433	1
GO:0071548	response to dexamethasone	0.6176809018697168	1	0.6301712124651655	1
GO:0009130	pyrimidine nucleoside monophosphate biosynthetic process	0.6179579335819773	1	0.5948860533779868	1
GO:0051592	response to calcium ion	0.6181989346038804	1	0.6619154267596525	1
GO:0048934	peripheral nervous system neuron differentiation	0.6184711527573619	1	0.6185831948764524	1
GO:0002377	immunoglobulin production	0.6187477449212982	1	0.6302021439882484	1
GO:0007350	blastoderm segmentation	0.618771774120519	1	0.6619046999596773	1
GO:0071895	odontoblast differentiation	0.6189201938660092	1	0.6408958116823863	1
GO:0001990	regulation of systemic arterial blood pressure by hormone	0.6190969097609017	1	0.6451320620353734	1
GO:0051447	negative regulation of meiotic cell cycle	0.6194403273362303	1	0.6185831948764524	1
GO:0045664	regulation of neuron differentiation	0.6195366164516568	1	0.6842997044400232	1
GO:0061684	chaperone-mediated autophagy	0.6196320225834442	1	0.6185831948764524	1
GO:0021542	dentate gyrus development	0.6199555777262672	1	0.6408958116823863	1
GO:1905332	positive regulation of morphogenesis of an epithelium	0.6199710043716941	1	0.6301712124651655	1
GO:0001756	somitogenesis	0.6208026555072902	1	0.6310377451857918	1
GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process	0.6210649981380039	1	0.700311202767087	1
GO:0060251	regulation of glial cell proliferation	0.621408473323924	1	0.6301712124651655	1
GO:0048041	focal adhesion assembly	0.6216172257378494	1	0.7043653356812385	1
GO:1990874	vascular associated smooth muscle cell proliferation	0.6218161530212734	1	0.6667957073997945	1
GO:0006525	arginine metabolic process	0.6220245258842498	1	0.6619046999596773	1
GO:0045834	positive regulation of lipid metabolic process	0.622704098637729	1	0.6701945844687311	1
GO:0051895	negative regulation of focal adhesion assembly	0.6232865736323111	1	0.6619046999596773	1
GO:0001675	acrosome assembly	0.6236819704946321	1	0.6619046999596773	1
GO:0090317	negative regulation of intracellular protein transport	0.6244367023730362	1	0.6301712124651655	1
GO:0001541	ovarian follicle development	0.6248497349363296	1	0.6057662489630051	1
GO:0035461	vitamin transmembrane transport	0.6249212228444325	1	0.6408958116823863	1
GO:0050691	regulation of defense response to virus by host	0.6255951022205295	1	0.6147231870500846	1
GO:0060026	convergent extension	0.6258601370228092	1	0.6185831948764524	1
