category	term	goseq_p	goseq_padj	hyper_p	hyper_padj
GO:0050872	white fat cell differentiation	0.20260657769019502	1	0.21737411061151202	1
GO:0032735	positive regulation of interleukin-12 production	0.20277658264003873	1	0.17964254213094794	1
GO:0051259	protein complex oligomerization	0.2028148616977825	1	0.24975454056455942	1
GO:0001954	positive regulation of cell-matrix adhesion	0.20293757642361465	1	0.23889291312968045	1
GO:0097252	oligodendrocyte apoptotic process	0.20302801635447537	1	0.2140453633318779	1
GO:0035592	establishment of protein localization to extracellular region	0.20313113719545828	1	0.21599228302545892	1
GO:0071880	adenylate cyclase-activating adrenergic receptor signaling pathway	0.20357521002139678	1	0.21737411061151202	1
GO:0046060	dATP metabolic process	0.20401683316441033	1	0.2140453633318779	1
GO:0048520	positive regulation of behavior	0.2042891304082733	1	0.1955141245390346	1
GO:0010594	regulation of endothelial cell migration	0.20429739378544615	1	0.2612681136617746	1
GO:0042904	9-cis-retinoic acid biosynthetic process	0.20457896004555795	1	0.2140453633318779	1
GO:0042905	9-cis-retinoic acid metabolic process	0.20457896004555795	1	0.2140453633318779	1
GO:0072161	mesenchymal cell differentiation involved in kidney development	0.20458779982106698	1	0.2140453633318779	1
GO:2001012	mesenchymal cell differentiation involved in renal system development	0.20458779982106698	1	0.2140453633318779	1
GO:0051795	positive regulation of timing of catagen	0.20474319873662233	1	0.1652602813927149	1
GO:0008594	photoreceptor cell morphogenesis	0.2049947086720125	1	0.2140453633318779	1
GO:0042088	T-helper 1 type immune response	0.20543848898127626	1	0.17578818012836045	1
GO:0034765	regulation of monoatomic ion transmembrane transport	0.20579780599180947	1	0.218794678369236	1
GO:0071839	apoptotic process in bone marrow cell	0.2058630701636697	1	0.2140453633318779	1
GO:0006714	sesquiterpenoid metabolic process	0.20590516253402302	1	0.1652602813927149	1
GO:0045833	negative regulation of lipid metabolic process	0.20628492884981203	1	0.2022523010682648	1
GO:0003044	regulation of systemic arterial blood pressure mediated by a chemical signal	0.2067229317284864	1	0.22884592866904918	1
GO:0006536	glutamate metabolic process	0.20717617700625884	1	0.20733673297765678	1
GO:0002605	negative regulation of dendritic cell antigen processing and presentation	0.20737368710560644	1	0.2140453633318779	1
GO:0070428	regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway	0.20815191271832476	1	0.2140453633318779	1
GO:0070946	neutrophil-mediated killing of gram-positive bacterium	0.20833712356286926	1	0.1652602813927149	1
GO:0016095	polyprenol catabolic process	0.2084144257455277	1	0.1652602813927149	1
GO:0030903	notochord development	0.20848789651681454	1	0.21737411061151202	1
GO:0060993	kidney morphogenesis	0.20850392370659132	1	0.25440535483754473	1
GO:0030199	collagen fibril organization	0.2085799782062353	1	0.27250268559696056	1
GO:2000409	positive regulation of T cell extravasation	0.20905673498144672	1	0.2140453633318779	1
GO:0001958	endochondral ossification	0.20923814689652306	1	0.22288896558540583	1
GO:0036075	replacement ossification	0.20923814689652306	1	0.22288896558540583	1
GO:0009744	response to sucrose	0.20969193963381708	1	0.2140453633318779	1
GO:0071692	protein localization to extracellular region	0.21010677471591463	1	0.22491622124938743	1
GO:0002520	immune system development	0.21019616426763	1	0.24172724641414084	1
GO:1902174	positive regulation of keratinocyte apoptotic process	0.21048771088058327	1	0.2140453633318779	1
GO:1904063	negative regulation of cation transmembrane transport	0.21093707323251945	1	0.22795182675076525	1
GO:0002218	activation of innate immune response	0.21103122079951492	1	0.22943975988583626	1
GO:1902202	regulation of hepatocyte growth factor receptor signaling pathway	0.21109675854306031	1	0.2140453633318779	1
GO:1990044	protein localization to lipid droplet	0.21112813638435457	1	0.2140453633318779	1
GO:0032714	negative regulation of interleukin-5 production	0.2113089363995893	1	0.2140453633318779	1
GO:0002486	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent	0.21165851296706237	1	0.17395789491981345	1
GO:0099552	trans-synaptic signaling by lipid, modulating synaptic transmission	0.21224668983500394	1	0.2140453633318779	1
GO:0099553	trans-synaptic signaling by endocannabinoid, modulating synaptic transmission	0.21224668983500394	1	0.2140453633318779	1
GO:0048546	digestive tract morphogenesis	0.21241097797330077	1	0.2546010196797171	1
GO:0048665	neuron fate specification	0.21284353605578438	1	0.22288896558540583	1
GO:0032024	positive regulation of insulin secretion	0.21290005722926403	1	0.22421660959986445	1
GO:1902227	negative regulation of macrophage colony-stimulating factor signaling pathway	0.21291056251918017	1	0.1652602813927149	1
GO:0031579	membrane raft organization	0.21322106903694038	1	0.20733673297765678	1
GO:0042063	gliogenesis	0.21326350289987553	1	0.26700550624367825	1
GO:1904062	regulation of monoatomic cation transmembrane transport	0.21330062762301671	1	0.2216301199658618	1
GO:0055075	potassium ion homeostasis	0.21368442753468553	1	0.2546122733057431	1
GO:0008150	biological_process	0.21368648005882585	1	0.342531347272716	1
GO:0097066	response to thyroid hormone	0.21371756786866247	1	0.2394289309009996	1
GO:0061900	glial cell activation	0.21384630190766363	1	0.16595148771535728	1
GO:0055118	negative regulation of cardiac muscle contraction	0.21388641872041533	1	0.2140453633318779	1
GO:2000253	positive regulation of feeding behavior	0.21402817540405136	1	0.2140453633318779	1
GO:0036515	serotonergic neuron axon guidance	0.21459310817092897	1	0.25998264879981414	1
GO:0006204	IMP catabolic process	0.21464962861033077	1	0.2140453633318779	1
GO:0007616	long-term memory	0.21487318050457838	1	0.2386605758823	1
GO:1901166	neural crest cell migration involved in autonomic nervous system development	0.2149435357980283	1	0.25998264879981414	1
GO:0015766	disaccharide transport	0.21496229630782365	1	0.2140453633318779	1
GO:0015770	sucrose transport	0.21496229630782365	1	0.2140453633318779	1
GO:0015772	oligosaccharide transport	0.21496229630782365	1	0.2140453633318779	1
GO:0072028	nephron morphogenesis	0.2151105807161197	1	0.24360775490702252	1
GO:0060916	mesenchymal cell proliferation involved in lung development	0.2151690850759281	1	0.25998264879981414	1
GO:0072109	glomerular mesangium development	0.21561753460726613	1	0.2394289309009996	1
GO:0090425	acinar cell differentiation	0.21569118474771604	1	0.25998264879981414	1
GO:0090200	positive regulation of release of cytochrome c from mitochondria	0.21592808812165226	1	0.1624095960706442	1
GO:0160221	Rho-activating G protein-coupled receptor signaling pathway	0.21595063736920905	1	0.25998264879981414	1
GO:0046049	UMP metabolic process	0.21601249921818078	1	0.1955141245390346	1
GO:0032487	regulation of Rap protein signal transduction	0.2161440664022224	1	0.2140453633318779	1
GO:1901186	positive regulation of ERBB signaling pathway	0.2162330321989924	1	0.2386605758823	1
GO:0051290	protein heterotetramerization	0.21641405885278156	1	0.21737411061151202	1
GO:0032814	regulation of natural killer cell activation	0.21672240632376016	1	0.15652997176461028	1
GO:0061817	endoplasmic reticulum-plasma membrane tethering	0.2167759659879567	1	0.25998264879981414	1
GO:1903119	protein localization to actin cytoskeleton	0.21681181729489454	1	0.25998264879981414	1
GO:0042069	regulation of catecholamine metabolic process	0.21700681756933063	1	0.21737411061151202	1
GO:0090717	adaptive immune memory response involving T cells and B cells	0.2175050384180893	1	0.1652602813927149	1
GO:0014706	striated muscle tissue development	0.2175759156368796	1	0.2759228258063884	1
GO:0070445	regulation of oligodendrocyte progenitor proliferation	0.21779002456302016	1	0.25998264879981414	1
GO:0035385	Roundabout signaling pathway	0.21814371884880976	1	0.25998264879981414	1
GO:0035148	tube formation	0.2182959174431862	1	0.2720592560343776	1
GO:0045217	cell-cell junction maintenance	0.21878117601811822	1	0.2394289309009996	1
GO:0001945	lymph vessel development	0.21902813807965815	1	0.2546122733057431	1
GO:0043584	nose development	0.2190411029657997	1	0.21737411061151202	1
GO:2001206	positive regulation of osteoclast development	0.21916505230783065	1	0.1652602813927149	1
GO:0002711	positive regulation of T cell mediated immunity	0.21943424216522417	1	0.17823892199878105	1
GO:1903691	positive regulation of wound healing, spreading of epidermal cells	0.21963027209612856	1	0.25998264879981414	1
GO:2000193	positive regulation of fatty acid transport	0.22003501287238592	1	0.1955141245390346	1
GO:0031268	pseudopodium organization	0.2205739204420789	1	0.1955141245390346	1
GO:0071312	cellular response to alkaloid	0.22064432820254173	1	0.2546122733057431	1
GO:0021873	forebrain neuroblast division	0.2208652341635313	1	0.25998264879981414	1
GO:2000479	regulation of cAMP-dependent protein kinase activity	0.2211618064546947	1	0.25998264879981414	1
GO:0001777	T cell homeostatic proliferation	0.22125788613822472	1	0.1652602813927149	1
GO:0043303	mast cell degranulation	0.22170071879518993	1	0.2038038728680814	1
GO:0045444	fat cell differentiation	0.22172670886966286	1	0.26384308932664496	1
GO:0014002	astrocyte development	0.22190970899231077	1	0.1916025857404961	1
GO:2000416	regulation of eosinophil migration	0.22191358696158375	1	0.2140453633318779	1
GO:0016199	axon midline choice point recognition	0.22206056369675564	1	0.25998264879981414	1
GO:0060066	oviduct development	0.222267700179306	1	0.25998264879981414	1
GO:1902623	negative regulation of neutrophil migration	0.22231590624605785	1	0.2140453633318779	1
GO:0034758	positive regulation of iron ion transport	0.22247500071615228	1	0.1652602813927149	1
GO:0034761	positive regulation of iron ion transmembrane transport	0.22247500071615228	1	0.1652602813927149	1
GO:0010634	positive regulation of epithelial cell migration	0.2229215732468478	1	0.2676943562365879	1
GO:0002115	store-operated calcium entry	0.22314510008918492	1	0.2394289309009996	1
GO:0048670	regulation of collateral sprouting	0.22315040521981347	1	0.2615813259815085	1
GO:0019805	quinolinate biosynthetic process	0.22334301883872054	1	0.2140453633318779	1
GO:0043415	positive regulation of skeletal muscle tissue regeneration	0.22342047983860222	1	0.2140453633318779	1
GO:0050860	negative regulation of T cell receptor signaling pathway	0.22345482196483543	1	0.2386605758823	1
GO:2000252	negative regulation of feeding behavior	0.2236671890614626	1	0.2140453633318779	1
GO:0070942	neutrophil mediated cytotoxicity	0.2238076625090753	1	0.17395789491981345	1
GO:1905952	regulation of lipid localization	0.22381708637119646	1	0.22187901404405622	1
GO:0051541	elastin metabolic process	0.22387302226132502	1	0.2140453633318779	1
GO:0046069	cGMP catabolic process	0.22391808281259273	1	0.25998264879981414	1
GO:0035995	detection of muscle stretch	0.2241075978265345	1	0.25998264879981414	1
GO:0070318	positive regulation of G0 to G1 transition	0.2241675363881821	1	0.2140453633318779	1
GO:0042886	amide transport	0.2243459824634268	1	0.24570619658263856	1
GO:0022603	regulation of anatomical structure morphogenesis	0.2249465873153988	1	0.36054986799721844	1
GO:2001014	regulation of skeletal muscle cell differentiation	0.2251647895776449	1	0.2394289309009996	1
GO:1900425	negative regulation of defense response to bacterium	0.22521510183294224	1	0.2140453633318779	1
GO:0033564	anterior/posterior axon guidance	0.2253512200383255	1	0.25998264879981414	1
GO:2000625	regulation of miRNA catabolic process	0.22547651790437293	1	0.25998264879981414	1
GO:0045667	regulation of osteoblast differentiation	0.2259884952302536	1	0.2446004033338999	1
GO:0062099	negative regulation of programmed necrotic cell death	0.2260573898793605	1	0.2394289309009996	1
GO:0009268	response to pH	0.22615137077913136	1	0.22288896558540583	1
GO:0061333	renal tubule morphogenesis	0.22618748591092763	1	0.25348305450515374	1
GO:1903765	negative regulation of potassium ion export across plasma membrane	0.22628716506929183	1	0.25998264879981414	1
GO:2001236	regulation of extrinsic apoptotic signaling pathway	0.2263716033473927	1	0.23411543890838205	1
GO:0042339	keratan sulfate proteoglycan metabolic process	0.22641631897375636	1	0.2615813259815085	1
GO:0060710	chorio-allantoic fusion	0.22677464360339672	1	0.25998264879981414	1
GO:0090427	activation of meiosis	0.2268302356366717	1	0.2140453633318779	1
GO:0046467	membrane lipid biosynthetic process	0.22696884070088943	1	0.25011305324991323	1
GO:0061740	protein targeting to lysosome involved in chaperone-mediated autophagy	0.22706898680624574	1	0.2140453633318779	1
GO:0014821	phasic smooth muscle contraction	0.22711306911572982	1	0.2394289309009996	1
GO:0021696	cerebellar cortex morphogenesis	0.2273784959035744	1	0.2707063022980875	1
GO:0046040	IMP metabolic process	0.22739099151968714	1	0.21737411061151202	1
GO:1901881	positive regulation of protein depolymerization	0.22739437949444047	1	0.21737411061151202	1
GO:1904438	regulation of iron ion import across plasma membrane	0.22742407586515487	1	0.1652602813927149	1
GO:0070169	positive regulation of biomineral tissue development	0.22743595766264235	1	0.24164473044182677	1
GO:0032596	protein transport into membrane raft	0.2276287532688062	1	0.2140453633318779	1
GO:0046898	response to cycloheximide	0.22780403382541786	1	0.2140453633318779	1
GO:0090031	positive regulation of steroid hormone biosynthetic process	0.22790102378840804	1	0.25998264879981414	1
GO:0050804	modulation of chemical synaptic transmission	0.2279449177188762	1	0.35139385819741314	1
GO:0046320	regulation of fatty acid oxidation	0.22799070012361977	1	0.2546122733057431	1
GO:0072202	cell differentiation involved in metanephros development	0.22800732427785467	1	0.28374471096844067	1
GO:2000977	regulation of forebrain neuron differentiation	0.22816254030522032	1	0.2140453633318779	1
GO:0035880	embryonic nail plate morphogenesis	0.22825530685131115	1	0.2140453633318779	1
GO:0014732	skeletal muscle atrophy	0.22831672395379027	1	0.2140453633318779	1
GO:0055012	ventricular cardiac muscle cell differentiation	0.22837169677778724	1	0.2394289309009996	1
GO:0035234	ectopic germ cell programmed cell death	0.22840608411147761	1	0.21737411061151202	1
GO:0015721	bile acid and bile salt transport	0.2284767470989208	1	0.2394289309009996	1
GO:0010893	positive regulation of steroid biosynthetic process	0.22861414791649498	1	0.2707063022980875	1
GO:0048246	macrophage chemotaxis	0.22861712188163863	1	0.1916025857404961	1
GO:0044058	regulation of digestive system process	0.2290144217551833	1	0.22288896558540583	1
GO:0110091	negative regulation of hippocampal neuron apoptotic process	0.2292182411295445	1	0.2140453633318779	1
GO:1904669	ATP export	0.2294416423814161	1	0.25998264879981414	1
GO:0070234	positive regulation of T cell apoptotic process	0.22944231884112368	1	0.21737411061151202	1
GO:0002476	antigen processing and presentation of endogenous peptide antigen via MHC class Ib	0.22962519199970355	1	0.1955141245390346	1
GO:0002484	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway	0.22962519199970355	1	0.1955141245390346	1
GO:0046085	adenosine metabolic process	0.23075895847016495	1	0.25998264879981414	1
GO:0097026	dendritic cell dendrite assembly	0.23085995078793578	1	0.1652602813927149	1
GO:2000547	regulation of dendritic cell dendrite assembly	0.23085995078793578	1	0.1652602813927149	1
GO:0055119	relaxation of cardiac muscle	0.23105971096529704	1	0.2615813259815085	1
GO:0110020	regulation of actomyosin structure organization	0.2314619798649336	1	0.3194741548381216	1
GO:0010593	negative regulation of lamellipodium assembly	0.2315127355664272	1	0.2140453633318779	1
GO:0051896	regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	0.2315399663071717	1	0.2823990520476267	1
GO:0048846	axon extension involved in axon guidance	0.2315508068090396	1	0.30584226269560216	1
GO:1902284	neuron projection extension involved in neuron projection guidance	0.2315508068090396	1	0.30584226269560216	1
GO:1903077	negative regulation of protein localization to plasma membrane	0.2318315980909933	1	0.2386605758823	1
GO:0060482	lobar bronchus development	0.23194514041138783	1	0.2140453633318779	1
GO:0046633	alpha-beta T cell proliferation	0.2321771534515108	1	0.24164473044182677	1
GO:0060485	mesenchyme development	0.23237520283846996	1	0.2980965468861475	1
GO:0072079	nephron tubule formation	0.23249782697436186	1	0.2394289309009996	1
GO:0033007	negative regulation of mast cell activation involved in immune response	0.23274632994267	1	0.2140453633318779	1
GO:0007264	small GTPase-mediated signal transduction	0.23276358644269773	1	0.40297803593179365	1
GO:0045778	positive regulation of ossification	0.2327940324231333	1	0.2809046492433548	1
GO:1900193	regulation of oocyte maturation	0.2328487007040832	1	0.25998264879981414	1
GO:0021521	ventral spinal cord interneuron specification	0.23285163435542064	1	0.25998264879981414	1
GO:0060573	cell fate specification involved in pattern specification	0.23285163435542064	1	0.25998264879981414	1
GO:2001023	regulation of response to drug	0.23287981322170798	1	0.25998264879981414	1
GO:0072236	metanephric loop of Henle development	0.23300773885304532	1	0.25998264879981414	1
GO:0045822	negative regulation of heart contraction	0.23308075823841334	1	0.21737411061151202	1
GO:2000523	regulation of T cell costimulation	0.23365379387155658	1	0.25998264879981414	1
GO:2000631	regulation of pre-miRNA processing	0.2340698424700166	1	0.25998264879981414	1
GO:0042662	negative regulation of mesodermal cell fate specification	0.2342975634091117	1	0.1652602813927149	1
GO:1905771	negative regulation of mesodermal cell differentiation	0.2342975634091117	1	0.1652602813927149	1
GO:1905065	positive regulation of vascular associated smooth muscle cell differentiation	0.23451983554896777	1	0.25998264879981414	1
GO:0035482	gastric motility	0.23463620144359304	1	0.2140453633318779	1
GO:0002418	immune response to tumor cell	0.23472129187636476	1	0.22288896558540583	1
GO:0055003	cardiac myofibril assembly	0.2348392807764414	1	0.28374471096844067	1
GO:0032604	granulocyte macrophage colony-stimulating factor production	0.23525635836594977	1	0.17395789491981345	1
GO:0032645	regulation of granulocyte macrophage colony-stimulating factor production	0.23525635836594977	1	0.17395789491981345	1
GO:2001302	lipoxin A4 metabolic process	0.2353658614790738	1	0.2140453633318779	1
GO:0051155	positive regulation of striated muscle cell differentiation	0.23541265629966054	1	0.2546122733057431	1
GO:0038135	ERBB2-ERBB4 signaling pathway	0.23558382397839697	1	0.25998264879981414	1
GO:0043567	regulation of insulin-like growth factor receptor signaling pathway	0.2358107103921313	1	0.2394289309009996	1
GO:0090314	positive regulation of protein targeting to membrane	0.23600005346715838	1	0.2615813259815085	1
GO:0070232	regulation of T cell apoptotic process	0.23607758471420587	1	0.21622533480272885	1
GO:0043409	negative regulation of MAPK cascade	0.2362875942799893	1	0.2612681136617746	1
GO:0046100	hypoxanthine metabolic process	0.23629090337624856	1	0.2140453633318779	1
GO:0021536	diencephalon development	0.23634023589948705	1	0.2499736471149857	1
GO:0048523	negative regulation of cellular process	0.23689512278124536	1	0.41946505484679975	1
GO:0141156	cAMP/PKA signal transduction	0.23695105209082007	1	0.2809046492433548	1
GO:0071320	cellular response to cAMP	0.23771797564775357	1	0.2809046492433548	1
GO:0007354	zygotic determination of anterior/posterior axis, embryo	0.2377319350040914	1	0.25998264879981414	1
GO:0051222	positive regulation of protein transport	0.23779639554210613	1	0.26384308932664496	1
GO:0030072	peptide hormone secretion	0.23784572306611237	1	0.2503468614838368	1
GO:2001135	regulation of endocytic recycling	0.2378557935947343	1	0.28374471096844067	1
GO:0034103	regulation of tissue remodeling	0.23809373641499443	1	0.27250268559696056	1
GO:0097368	establishment of Sertoli cell barrier	0.23848517665052232	1	0.25998264879981414	1
GO:0042412	taurine biosynthetic process	0.23857591653953208	1	0.2140453633318779	1
GO:0046305	alkanesulfonate biosynthetic process	0.23857591653953208	1	0.2140453633318779	1
GO:0010454	negative regulation of cell fate commitment	0.23877411554802158	1	0.17395789491981345	1
GO:0046164	alcohol catabolic process	0.2387927058333179	1	0.22288896558540583	1
GO:0002063	chondrocyte development	0.23886682173697557	1	0.2707063022980875	1
GO:0007530	sex determination	0.23889141819447873	1	0.2394289309009996	1
GO:0035904	aorta development	0.23899454562746597	1	0.3070243012547188	1
GO:0072223	metanephric glomerular mesangium development	0.23925574486204784	1	0.25998264879981414	1
GO:2001301	lipoxin biosynthetic process	0.23926044942310337	1	0.2140453633318779	1
GO:0007597	blood coagulation, intrinsic pathway	0.23927042080994693	1	0.25998264879981414	1
GO:0043031	negative regulation of macrophage activation	0.23928524070431487	1	0.2394289309009996	1
GO:0044793	host-mediated suppression of viral proces	0.2393912084868359	1	0.21737411061151202	1
GO:0035022	positive regulation of Rac protein signal transduction	0.23949594578726657	1	0.28374471096844067	1
GO:0034762	regulation of transmembrane transport	0.23962395461815716	1	0.27162271664987864	1
GO:1900120	regulation of receptor binding	0.2396690168832609	1	0.25998264879981414	1
GO:0035788	cell migration involved in metanephros development	0.2397765490741185	1	0.25998264879981414	1
GO:0032479	regulation of type I interferon production	0.23978147778981374	1	0.2678278753497169	1
GO:0032606	type I interferon production	0.23978147778981374	1	0.2678278753497169	1
GO:1904373	response to kainic acid	0.23981903668536037	1	0.2140453633318779	1
GO:0022614	membrane to membrane docking	0.23993285594086666	1	0.25998264879981414	1
GO:1990705	cholangiocyte proliferation	0.23999392880973974	1	0.25998264879981414	1
GO:0001550	ovarian cumulus expansion	0.24001890133657708	1	0.2140453633318779	1
GO:0070668	positive regulation of mast cell proliferation	0.24055115695992277	1	0.25998264879981414	1
GO:1902001	fatty acid transmembrane transport	0.24065587346165293	1	0.28374471096844067	1
GO:0003062	regulation of heart rate by chemical signal	0.24071682686503326	1	0.25998264879981414	1
GO:0009173	pyrimidine ribonucleoside monophosphate metabolic process	0.2410825043951276	1	0.21737411061151202	1
GO:0001820	serotonin secretion	0.2412394105508216	1	0.2140453633318779	1
GO:0010644	cell communication by electrical coupling	0.24135485809515006	1	0.2707063022980875	1
GO:0002089	lens morphogenesis in camera-type eye	0.24158236727558383	1	0.28374471096844067	1
GO:0035989	tendon development	0.2415874916770389	1	0.25998264879981414	1
GO:2000634	regulation of primary miRNA processing	0.24170301934361904	1	0.25998264879981414	1
GO:2000118	regulation of sodium-dependent phosphate transport	0.24186801533433808	1	0.2140453633318779	1
GO:0031623	receptor internalization	0.2419527842293354	1	0.2836706706237311	1
GO:2001205	negative regulation of osteoclast development	0.24196578904219773	1	0.25998264879981414	1
GO:0070309	lens fiber cell morphogenesis	0.24198855166558794	1	0.25998264879981414	1
GO:0010961	intracellular magnesium ion homeostasis	0.24218576800302388	1	0.25998264879981414	1
GO:0034766	negative regulation of monoatomic ion transmembrane transport	0.24232101481583618	1	0.26118117624611137	1
GO:0097272	ammonium homeostasis	0.24240424759981766	1	0.2140453633318779	1
GO:0048625	myoblast fate commitment	0.24258776452822214	1	0.25998264879981414	1
GO:0010726	positive regulation of hydrogen peroxide metabolic process	0.2430604237793246	1	0.25998264879981414	1
GO:1990963	establishment of blood-retinal barrier	0.24306333857069154	1	0.25998264879981414	1
GO:0051561	positive regulation of mitochondrial calcium ion concentration	0.24325823552935064	1	0.25998264879981414	1
GO:0035766	cell chemotaxis to fibroblast growth factor	0.24337612291781746	1	0.2140453633318779	1
GO:0035768	endothelial cell chemotaxis to fibroblast growth factor	0.24337612291781746	1	0.2140453633318779	1
GO:1904847	regulation of cell chemotaxis to fibroblast growth factor	0.24337612291781746	1	0.2140453633318779	1
GO:2000544	regulation of endothelial cell chemotaxis to fibroblast growth factor	0.24337612291781746	1	0.2140453633318779	1
GO:0071887	leukocyte apoptotic process	0.2434355900117513	1	0.22952001728308655	1
GO:0090677	reversible differentiation	0.2435320697683013	1	0.25998264879981414	1
GO:0090036	regulation of protein kinase C signaling	0.24369746177014828	1	0.25998264879981414	1
GO:0019441	L-tryptophan catabolic process to kynurenine	0.24376616379252572	1	0.2140453633318779	1
GO:0090027	negative regulation of monocyte chemotaxis	0.2438611249971525	1	0.25998264879981414	1
GO:1903169	regulation of calcium ion transmembrane transport	0.24391004238728226	1	0.26000976199241915	1
GO:0007423	sensory organ development	0.24448505522362174	1	0.33761231293612715	1
GO:0072284	metanephric S-shaped body morphogenesis	0.2449717009656175	1	0.25998264879981414	1
GO:0060332	positive regulation of response to type II interferon	0.2452385703759636	1	0.25998264879981414	1
GO:0060335	positive regulation of type II interferon-mediated signaling pathway	0.2452385703759636	1	0.25998264879981414	1
GO:1904376	negative regulation of protein localization to cell periphery	0.24543392235124536	1	0.2546122733057431	1
GO:0007167	enzyme-linked receptor protein signaling pathway	0.24547507877300534	1	0.40501595097079385	1
GO:0097114	NMDA glutamate receptor clustering	0.24555131405387393	1	0.25998264879981414	1
GO:0034440	lipid oxidation	0.2457948274839749	1	0.23739713945480617	1
GO:0009988	cell-cell recognition	0.24599562130874375	1	0.18583994667566411	1
GO:0001920	negative regulation of receptor recycling	0.24626595646856578	1	0.25998264879981414	1
GO:1903998	regulation of eating behavior	0.2465645116596062	1	0.25998264879981414	1
GO:0008406	gonad development	0.24662908462849437	1	0.2857883108143884	1
GO:2001225	regulation of chloride transport	0.24716663092223012	1	0.25998264879981414	1
GO:0071672	negative regulation of smooth muscle cell chemotaxis	0.24752664502792893	1	0.2140453633318779	1
GO:0015855	pyrimidine nucleobase transport	0.2475751483793377	1	0.25998264879981414	1
GO:0009595	detection of biotic stimulus	0.2476665133867705	1	0.2546122733057431	1
GO:0045759	negative regulation of action potential	0.24780554797834137	1	0.25998264879981414	1
GO:0051047	positive regulation of secretion	0.24784146155243475	1	0.26643882204998165	1
GO:0009394	2'-deoxyribonucleotide metabolic process	0.24785958050492563	1	0.21622533480272885	1
GO:0046636	negative regulation of alpha-beta T cell activation	0.24796824015651275	1	0.24164473044182677	1
GO:0038160	CXCL12-activated CXCR4 signaling pathway	0.24802743701505478	1	0.2140453633318779	1
GO:0140354	lipid import into cell	0.24832364062072176	1	0.28374471096844067	1
GO:0030301	cholesterol transport	0.24866636233397138	1	0.2726194564200976	1
GO:0019373	epoxygenase P450 pathway	0.24874301492972095	1	0.25998264879981414	1
GO:2000583	regulation of platelet-derived growth factor receptor-alpha signaling pathway	0.2488615448562084	1	0.25998264879981414	1
GO:0003100	regulation of systemic arterial blood pressure by endothelin	0.2489100448777737	1	0.25998264879981414	1
GO:0016540	protein autoprocessing	0.24927137691189427	1	0.2615813259815085	1
GO:0000578	embryonic axis specification	0.24930141768707004	1	0.2707063022980875	1
GO:1902430	negative regulation of amyloid-beta formation	0.2496954446879373	1	0.28374471096844067	1
GO:0070103	regulation of interleukin-6-mediated signaling pathway	0.24977913406521626	1	0.25998264879981414	1
GO:2001033	negative regulation of double-strand break repair via nonhomologous end joining	0.24999590801635363	1	0.25998264879981414	1
GO:0016093	polyprenol metabolic process	0.2501001506171686	1	0.2140453633318779	1
GO:1901723	negative regulation of cell proliferation involved in kidney development	0.25011021829605073	1	0.25998264879981414	1
GO:0098696	regulation of neurotransmitter receptor localization to postsynaptic specialization membrane	0.250309909917801	1	0.28374471096844067	1
GO:0060415	muscle tissue morphogenesis	0.2503805995467897	1	0.28392543636552	1
GO:0043583	ear development	0.2503970017603106	1	0.2922814255113221	1
GO:0071638	negative regulation of monocyte chemotactic protein-1 production	0.2505975430810012	1	0.2140453633318779	1
GO:0090154	positive regulation of sphingolipid biosynthetic process	0.25071802869483634	1	0.25998264879981414	1
GO:2000304	positive regulation of ceramide biosynthetic process	0.25071802869483634	1	0.25998264879981414	1
GO:0012501	programmed cell death	0.2509818096608436	1	0.26169926897068424	1
GO:0044878	mitotic cytokinesis checkpoint signaling	0.25106962765293367	1	0.2140453633318779	1
GO:1902226	regulation of macrophage colony-stimulating factor signaling pathway	0.25162801282662905	1	0.2140453633318779	1
GO:0034162	toll-like receptor 9 signaling pathway	0.25174057445141296	1	0.2615813259815085	1
GO:0021636	trigeminal nerve morphogenesis	0.25174634536955603	1	0.30323817909467005	1
GO:0021637	trigeminal nerve structural organization	0.25174634536955603	1	0.30323817909467005	1
GO:0048550	negative regulation of pinocytosis	0.25180680543653583	1	0.25998264879981414	1
GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	0.2518866149437401	1	0.22795182675076525	1
GO:1903944	negative regulation of hepatocyte apoptotic process	0.25190979432237365	1	0.30323817909467005	1
GO:0099566	regulation of postsynaptic cytosolic calcium ion concentration	0.2521554211587086	1	0.30323817909467005	1
GO:0015840	urea transport	0.25230657978681686	1	0.25998264879981414	1
GO:0071918	urea transmembrane transport	0.25230657978681686	1	0.25998264879981414	1
GO:0060017	parathyroid gland development	0.25234151293867896	1	0.25998264879981414	1
GO:0055009	atrial cardiac muscle tissue morphogenesis	0.2523520960324843	1	0.25998264879981414	1
GO:0006691	leukotriene metabolic process	0.25246133821607764	1	0.1920445883027289	1
GO:2000051	negative regulation of non-canonical Wnt signaling pathway	0.2525915476376524	1	0.25998264879981414	1
GO:1902916	positive regulation of protein polyubiquitination	0.25265498083272614	1	0.2394289309009996	1
GO:0072170	metanephric tubule development	0.25268552009033	1	0.28374471096844067	1
GO:0000768	syncytium formation by plasma membrane fusion	0.2527878342538326	1	0.2546010196797171	1
