category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	padj
GO:0002775	1.2088954647051687e-4	0.9999981813820786	4	5	antimicrobial peptide production	BP	0.009614863113682526
GO:0002778	1.2088954647051687e-4	0.9999981813820786	4	5	antibacterial peptide production	BP	0.009614863113682526
GO:0001915	1.2117661272811296e-4	0.9999939914171422	5	10	negative regulation of T cell mediated cytotoxicity	BP	0.009614863113682526
GO:0050868	1.3042300027762353e-4	0.9999584161379043	19	123	negative regulation of T cell activation	BP	0.010309767205466374
GO:0090132	1.33154172022014e-4	0.9999642243036447	15	93	epithelium migration	BP	0.010486387890659057
GO:0022408	1.3448603215786457e-4	0.9999500198174147	24	180	negative regulation of cell-cell adhesion	BP	0.010550436852710912
GO:2000147	1.349672107567491e-4	0.9999299274407042	50	506	positive regulation of cell motility	BP	0.010550436852710912
GO:0002407	1.3703444285390653e-4	0.9999822628262595	8	25	dendritic cell chemotaxis	BP	0.01067250535378063
GO:0043368	1.4086423279639968e-4	0.9999745533306739	10	45	positive T cell selection	BP	0.010930443005150043
GO:0002274	1.425976897051972e-4	0.9999421941952269	28	216	myeloid leukocyte activation	BP	0.010995407017756255
GO:0042599	1.4274336789847503e-4	0.9999889326503778	6	14	lamellar body	CC	0.010995407017756255
GO:1905940	1.4400261615809702e-4	1	3	3	negative regulation of gonad development	BP	0.011052069878664712
GO:0002456	1.5126495519230277e-4	0.9999512207787287	19	122	T cell mediated immunity	BP	0.011553673503872588
GO:0006911	1.5163306929653686e-4	0.9999724393515408	10	44	phagocytosis, engulfment	BP	0.011553673503872588
GO:0002921	1.6357146956360655e-4	0.9999862524641562	6	16	negative regulation of humoral immune response	BP	0.012418487182048488
GO:0061844	1.8060834325929167e-4	0.9999491758065134	16	72	antimicrobial humoral immune response mediated by antimicrobial peptide	BP	0.013649075102311553
GO:0032609	1.8172036879321267e-4	0.9999450672954376	17	102	type II interferon production	BP	0.013649075102311553
GO:0032649	1.8172036879321267e-4	0.9999450672954376	17	102	regulation of type II interferon production	BP	0.013649075102311553
GO:0048729	1.8657455254161674e-4	0.9999003434679066	52	557	tissue morphogenesis	BP	0.013963980517529657
GO:0050867	1.9137164349001683e-4	0.9999088871195259	38	351	positive regulation of cell activation	BP	0.014272402500001044
GO:0050859	2.0392750470595036e-4	0.9999886561770088	5	10	negative regulation of B cell receptor signaling pathway	BP	0.01515526026170348
GO:0032729	2.06717743352491e-4	0.9999490976884131	13	68	positive regulation of type II interferon production	BP	0.015308718214728683
GO:0002009	2.1295800816438284e-4	0.9998910580405592	45	461	morphogenesis of an epithelium	BP	0.01571570531579533
GO:0045058	2.173992603591269e-4	0.9999536425408424	11	57	T cell selection	BP	0.01598755675658443
GO:0048468	2.20370976535497e-4	0.9998450733621609	170	2361	cell development	BP	0.01614982580124375
GO:0002823	2.2640488055020793e-4	0.9999475066383036	12	62	negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	BP	0.016534606951185773
GO:0032715	2.3296530370945222e-4	0.9999602273580152	9	38	negative regulation of interleukin-6 production	BP	0.016955054138247237
GO:0101003	2.5067836538122663e-4	0.9999458471995101	11	55	ficolin-1-rich granule membrane	CC	0.01818150371043357
GO:0003335	2.542920460734671e-4	1	3	3	corneocyte development	BP	0.01838043809735136
GO:0005201	2.611900214236286e-4	0.9999110104761637	19	145	extracellular matrix structural constituent	MF	0.018787760356729587
GO:0010837	2.617076445029138e-4	0.9999544135971891	9	39	regulation of keratinocyte proliferation	BP	0.018787760356729587
GO:0042015	2.706129102352923e-4	1	3	3	interleukin-20 binding	MF	0.019361207062461288
GO:0090130	2.7449102779342443e-4	0.9999206852825372	15	98	tissue migration	BP	0.01957232308313519
GO:0090136	2.8351177952007475e-4	0.9999805778710695	5	13	epithelial cell-cell adhesion	BP	0.020147473463133662
GO:0005200	2.853412422085528e-4	0.9999175641798349	15	93	structural constituent of cytoskeleton	MF	0.020190102087190936
GO:0007218	2.8602485189377857e-4	0.9999381149380125	11	49	neuropeptide signaling pathway	BP	0.020190102087190936
GO:0034330	2.9332869645199734e-4	0.9998310715310339	62	743	cell junction organization	BP	0.020636651557719522
GO:0001848	2.960860185878753e-4	0.9999715531023834	6	17	complement binding	MF	0.020761433582444175
GO:0050878	3.040922884704623e-4	0.9998597690567329	33	307	regulation of body fluid levels	BP	0.02125222463727675
GO:0001851	3.0620301143968796e-4	0.9999892478760949	4	7	complement component C3b binding	MF	0.02132911141731371
GO:0009653	3.199402256114261e-4	0.9997744117361443	162	2278	anatomical structure morphogenesis	BP	0.022140295853015236
GO:1903038	3.1994647186438203e-4	0.9998897529195053	19	132	negative regulation of leukocyte cell-cell adhesion	BP	0.022140295853015236
GO:0045916	3.250558809714423e-4	0.9999778113344435	5	12	negative regulation of complement activation	BP	0.022420357594062947
GO:0038187	3.294473098633043e-4	0.9999338619959836	10	44	pattern recognition receptor activity	MF	0.022649234273533877
GO:0045604	3.3322409125081893e-4	0.9999324120722333	10	47	regulation of epidermal cell differentiation	BP	0.022834505421882416
GO:0008233	3.4375574840016265e-4	0.9998215287467624	44	442	peptidase activity	MF	0.02347996383732632
GO:1903409	3.52892679873742e-4	0.9999275151942105	10	49	reactive oxygen species biosynthetic process	BP	0.024026299681984508
GO:0016064	3.616685965200294e-4	0.9998831530208924	17	110	immunoglobulin mediated immune response	BP	0.02454462185900881
GO:0022409	3.740440681535939e-4	0.9998254677260845	33	304	positive regulation of cell-cell adhesion	BP	0.025303122123236387
GO:0043020	3.7946555756828565e-4	0.9999625363331164	6	16	NADPH oxidase complex	CC	0.025587859610339415
GO:0032103	4.004568749326283e-4	0.9997736253641014	56	592	positive regulation of response to external stimulus	BP	0.02687582052674701
GO:0045178	4.011126440787126e-4	0.9998249136038495	28	262	basal part of cell	CC	0.02687582052674701
GO:0001913	4.033033167223001e-4	0.9999083322217156	11	52	T cell mediated cytotoxicity	BP	0.026937087983357172
GO:0050671	4.068808605127511e-4	0.9998567703678635	19	135	positive regulation of lymphocyte proliferation	BP	0.02709030738795623
GO:0001818	4.0841233705445773e-4	0.9998163851111326	30	262	negative regulation of cytokine production	BP	0.02710676347758297
GO:0003416	4.115511446466878e-4	0.9999439015106119	7	27	endochondral bone growth	BP	0.027229462253645746
GO:0010631	4.1638212740887585e-4	0.999880754714152	14	92	epithelial cell migration	BP	0.02740542410908656
GO:0003823	4.1680759684529454e-4	0.9999042546909797	11	55	antigen binding	MF	0.02740542410908656
GO:0002701	4.2981633513832754e-4	0.9999197399674973	9	39	negative regulation of production of molecular mediator of immune response	BP	0.02817299245164454
GO:0007157	4.460869070600343e-4	0.9999261563931723	8	35	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	BP	0.02914894817464113
GO:0050672	4.6022530930975465e-4	0.9998680203674781	14	82	negative regulation of lymphocyte proliferation	BP	0.029979985735468152
GO:0032946	4.820357448594691e-4	0.9998277348090537	19	137	positive regulation of mononuclear cell proliferation	BP	0.03130414286462755
GO:0008201	4.961807059169711e-4	0.9998282053551059	18	126	heparin binding	MF	0.032123895641360714
GO:0002831	5.010060718494713e-4	0.9997252975501126	49	517	regulation of response to biotic stimulus	BP	0.032337107499862204
GO:0043235	5.055254114932726e-4	0.9997592045746844	33	331	receptor complex	CC	0.03252932724078357
GO:0032945	5.106427205103095e-4	0.9998518282427444	14	83	negative regulation of mononuclear cell proliferation	BP	0.03275873938933311
GO:0042554	5.142271899826735e-4	0.9999011464911859	9	40	superoxide anion generation	BP	0.032802502199122875
GO:0016494	5.144332525305444e-4	0.9999792006663603	4	7	C-X-C chemokine receptor activity	MF	0.032802502199122875
GO:0001969	5.248238389879164e-4	0.999992991267579	3	4	regulation of activation of membrane attack complex	BP	0.03336425284843061
GO:0003334	5.387961578610161e-4	0.99995738869843	5	13	keratinocyte development	BP	0.03414964476821203
GO:0007586	5.473498799355635e-4	0.9998391521491935	14	89	digestion	BP	0.03458792385005989
GO:0019724	5.544371491018024e-4	0.9998134719289793	17	113	B cell mediated immunity	BP	0.034931195429679526
GO:0070665	5.605402393809549e-4	0.9997907066699793	20	149	positive regulation of leukocyte proliferation	BP	0.035210602060638196
GO:0045229	5.628929261791097e-4	0.999744743665505	29	275	external encapsulating structure organization	BP	0.03525346617191777
GO:0002922	5.902845766516136e-4	0.9999364835003312	6	16	positive regulation of humoral immune response	BP	0.036859604363340105
GO:0007160	6.064036526110086e-4	0.9997470040384135	24	220	cell-matrix adhesion	BP	0.03775444097937447
GO:0030888	6.22285739373621e-4	0.9998484584315148	11	60	regulation of B cell proliferation	BP	0.03862930239770484
GO:0004974	6.248635578388382e-4	0.9999911266731095	3	4	leukotriene receptor activity	MF	0.03867557258576691
GO:0098659	6.290510387117797e-4	0.9998111745457696	14	98	inorganic cation import across plasma membrane	BP	0.0387077295132677
GO:0099587	6.290510387117797e-4	0.9998111745457696	14	98	inorganic ion import across plasma membrane	BP	0.0387077295132677
GO:0051716	6.323168383508807e-4	0.999512393260209	368	5636	cellular response to stimulus	BP	0.038795579041377
GO:0001867	6.388753165492355e-4	0.9999474897312776	5	13	complement activation, lectin pathway	BP	0.039084354872719315
GO:0036336	6.408656700553472e-4	0.9998893649141696	8	32	dendritic cell migration	BP	0.03909280587337618
GO:0071674	6.532876340622236e-4	0.999722152305232	25	199	mononuclear cell migration	BP	0.039735702606678074
GO:0032623	6.872917615676519e-4	0.9998302821796788	11	61	interleukin-2 production	BP	0.04156441237721163
GO:0032663	6.872917615676519e-4	0.9998302821796788	11	61	regulation of interleukin-2 production	BP	0.04156441237721163
GO:0098802	7.075953921370736e-4	0.9997371307178919	19	154	plasma membrane signaling receptor complex	CC	0.04267002384698593
GO:0030246	7.207173645325704e-4	0.9996851677421974	26	214	carbohydrate binding	MF	0.04333749485989866
GO:0032703	7.360994465009436e-4	0.999889900795601	7	26	negative regulation of interleukin-2 production	BP	0.04413669010752533
GO:0002759	7.383483799744266e-4	0.9999670327965781	4	7	regulation of antimicrobial humoral response	BP	0.04414612155167209
GO:0099024	7.453296501376156e-4	0.9998296049522544	10	53	plasma membrane invagination	BP	0.04443764857571897
GO:0005501	7.497547911140547e-4	0.9998893595294276	7	24	retinoid binding	MF	0.044575562313389404
GO:0042130	7.631182171359634e-4	0.9997947703955428	12	68	negative regulation of T cell proliferation	BP	0.04520098531509671
GO:0098631	7.645575550786282e-4	0.9997926179693539	12	75	cell adhesion mediator activity	MF	0.04520098531509671
GO:0008037	7.819217547247159e-4	0.9997172897376984	18	133	cell recognition	BP	0.04609843730508339
GO:0050727	8.085704865591163e-4	0.9995911872701855	36	345	regulation of inflammatory response	BP	0.047536737296146825
GO:0030335	8.183009948459731e-4	0.9995489692900767	46	493	positive regulation of cell migration	BP	0.04797516888116419
GO:0004896	8.212392234446135e-4	0.9997612608795996	13	82	cytokine receptor activity	MF	0.04801405831031028
GO:0008284	8.308179623894563e-4	0.999492630465454	66	768	positive regulation of cell population proliferation	BP	0.04843990031544714
GO:0002819	8.394062786754471e-4	0.9996429707225941	24	196	regulation of adaptive immune response	BP	0.04880580969069969
GO:0002708	8.534695623254714e-4	0.9997007091562552	17	116	positive regulation of lymphocyte mediated immunity	BP	0.04948716643527857
GO:0048871	8.706650052016549e-4	0.9994753759553814	62	732	multicellular organismal-level homeostasis	BP	0.050229921155521544
GO:0002335	8.723724791617966e-4	0.9998396626172663	8	35	mature B cell differentiation	BP	0.050229921155521544
GO:0006583	8.73418983420658e-4	0.9999860367553749	3	4	melanin biosynthetic process from tyrosine	BP	0.050229921155521544
GO:0045088	8.874728784822299e-4	0.99952317261247825	42	437	regulation of innate immune response	BP	0.05089946351425528
GO:0002237	8.981646783274642e-4	0.9995580676517793	33	307	response to molecule of bacterial origin	BP	0.05137307235983593
GO:0030101	9.320183283417788e-4	0.9997268647514084	13	76	natural killer cell activation	BP	0.05316534821076104
GO:0016175	9.352025404922061e-4	0.9999465800287508	4	9	superoxide-generating NAD(P)H oxidase activity	MF	0.05320319358390432
GO:0034308	9.594067022784867e-4	0.999717032865764	13	79	primary alcohol metabolic process	BP	0.05436062954579407
GO:0033162	9.658502833162502e-4	0.9998777590007619	6	20	melanosome membrane	CC	0.05436062954579407
GO:0045009	9.658502833162502e-4	0.9998777590007619	6	20	chitosome	CC	0.05436062954579407
GO:0090741	9.658502833162502e-4	0.9998777590007619	6	20	pigment granule membrane	CC	0.05436062954579407
GO:0004435	9.717088133802025e-4	0.999873073061298	6	23	phosphatidylinositol-4,5-bisphosphate phospholipase C activity	MF	0.054544910146815305
GO:0046113	9.896614454053215e-4	0.9999758123366608	3	5	nucleobase catabolic process	BP	0.0553267713575536
GO:0086073	9.93501674619199e-4	0.999975685221823	3	5	bundle of His cell-Purkinje myocyte adhesion involved in cell communication	BP	0.0553267713575536
GO:0086083	9.93501674619199e-4	0.999975685221823	3	5	cell adhesive protein binding involved in bundle of His cell-Purkinje myocyte communication	MF	0.0553267713575536
GO:0005604	0.001012427907706542	0.9996962675285033	13	92	basement membrane	CC	0.05623237742119547
GO:0045580	0.0010169784597575601	0.9995889388022536	21	171	regulation of T cell differentiation	BP	0.05633686974184531
GO:0097278	0.0010247004452700252	0.999939975614953	4	9	complement-dependent cytotoxicity	BP	0.0566160408321182
GO:0019840	0.0010321000308886482	0.9998374987847894	7	25	isoprenoid binding	MF	0.05681990426828299
GO:0031349	0.001033774435659086	0.9994236905556566	46	483	positive regulation of defense response	BP	0.05681990426828299
GO:0051251	0.001072142117834668	0.9994722753395238	32	308	positive regulation of lymphocyte activation	BP	0.05877566633511299
GO:0050789	0.0011723854654500773	0.9990971348822164	547	8867	regulation of biological process	BP	0.06410457936214853
GO:0005921	0.0012086227497714722	0.9998400671765595	6	20	gap junction	CC	0.06588235450556797
GO:0052547	0.001211155459209638	0.9998396651171414	6	20	regulation of peptidase activity	BP	0.06588235450556797
GO:0070268	0.0012150171090132514	0.9999781501629346	3	4	cornification	BP	0.06588235450556797
GO:0001911	0.001217384547388018	0.9997971822329451	7	29	negative regulation of leukocyte mediated cytotoxicity	BP	0.06588235450556797
GO:0098868	0.0012210555331595636	0.9997933544348945	7	32	bone growth	BP	0.0659120155572014
GO:0002696	0.0012319013262497816	0.9993739600269492	34	334	positive regulation of leukocyte activation	BP	0.0663278300811936
GO:0010647	0.0012365752775659467	0.999140504902347	115	1552	positive regulation of cell communication	BP	0.06641007075905057
GO:0019731	0.0012399907239749176	0.9997664396365374	8	29	antibacterial humoral response	BP	0.06642447771628074
GO:0004930	0.0012462718731975691	0.9994227247505812	27	242	G protein-coupled receptor activity	MF	0.06659193457141238
GO:0044848	0.0012619522526881117	0.9999216950488933	4	9	biological phase	BP	0.06692151820410876
GO:0044851	0.0012619522526881117	0.9999216950488933	4	9	hair cycle phase	BP	0.06692151820410876
GO:0048819	0.0012619522526881117	0.9999216950488933	4	9	regulation of hair follicle maturation	BP	0.06692151820410876
GO:0009967	0.0012776068538701776	0.9991247077063076	105	1398	positive regulation of signal transduction	BP	0.06758188034532324
GO:0022829	0.0012827967908166135	0.9997855708916986	7	28	wide pore channel activity	MF	0.06768677266743861
GO:0050858	0.0012889809628203856	0.9997450373096082	8	38	negative regulation of antigen receptor-mediated signaling pathway	BP	0.0678434718236585
GO:0033993	0.0012984362658910779	0.9991888628036144	67	796	response to lipid	BP	0.06808360968976779
GO:0019215	0.0012999950111331573	0.9999143848836114	4	10	intermediate filament binding	MF	0.06808360968976779
GO:0002434	0.001304663839228079	0.9999648322855755	3	5	immune complex clearance	BP	0.06815899750185107
GO:0003148	0.001320167516984381	0.9998152932490313	6	24	outflow tract septum morphogenesis	BP	0.06879865583573418
GO:0070664	0.0013269797514842236	0.9995709813737362	14	91	negative regulation of leukocyte proliferation	BP	0.06898333653898035
GO:1903039	0.0013350162990154266	0.9993682074449608	28	262	positive regulation of leukocyte cell-cell adhesion	BP	0.06906939822986981
