category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	padj
GO:2000381	0.009047889974790555	1	1	1	negative regulation of mesoderm development	BP	0.7070852542367104
GO:0000017	0.009078939822711482	1	1	1	alpha-glucoside transport	BP	0.7070852542367104
GO:0015151	0.009078939822711482	1	1	1	alpha-glucoside transmembrane transporter activity	MF	0.7070852542367104
GO:0015371	0.009078939822711482	1	1	1	galactose:sodium symporter activity	MF	0.7070852542367104
GO:0042946	0.009078939822711482	1	1	1	glucoside transport	BP	0.7070852542367104
GO:0042947	0.009078939822711482	1	1	1	glucoside transmembrane transporter activity	MF	0.7070852542367104
GO:0042060	0.009260672095120576	0.996443467832601	12	374	wound healing	BP	0.7149193850486665
GO:0005889	0.009315020889243972	1	1	1	potassium:proton exchanging ATPase complex	CC	0.7149193850486665
GO:0008553	0.009315020889243972	1	1	1	P-type proton-exporting transporter activity	MF	0.7149193850486665
GO:0008900	0.009315020889243972	1	1	1	P-type potassium:proton transporter activity	MF	0.7149193850486665
GO:1902178	0.009394844066564512	1	1	1	fibroblast growth factor receptor apoptotic signaling pathway	BP	0.7184332567714152
GO:0007157	0.00961046554677624	0.9990531895596542	3	35	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	BP	0.7245765502753002
GO:1990175	0.00961821969709751	1	1	1	EH domain binding	MF	0.7245765502753002
GO:0001618	0.009640704082895572	0.9985394290387509	4	69	virus receptor activity	MF	0.7245765502753002
GO:0140272	0.009640704082895572	0.9985394290387509	4	69	exogenous protein binding	MF	0.7245765502753002
GO:0042398	0.009738158333766754	0.9985457283772892	4	46	modified amino acid biosynthetic process	BP	0.7245765502753002
GO:0050777	0.009741475501419747	0.9970916793399482	8	189	negative regulation of immune response	BP	0.7245765502753002
GO:0006603	0.009784152223465393	0.999653338972054	2	6	phosphocreatine metabolic process	BP	0.7245765502753002
GO:0042396	0.009784152223465393	0.999653338972054	2	6	phosphagen biosynthetic process	BP	0.7245765502753002
GO:0046314	0.009784152223465393	0.999653338972054	2	6	phosphocreatine biosynthetic process	BP	0.7245765502753002
GO:0002922	0.009878760866089003	0.999087673660343	3	16	positive regulation of humoral immune response	BP	0.7290249190198409
GO:0006690	0.009951170956218874	0.9976642012713794	6	91	icosanoid metabolic process	BP	0.7294685266511318
GO:0004397	0.009953896317422816	1	1	1	histidine ammonia-lyase activity	MF	0.7294685266511318
GO:0001894	0.010121663583056752	0.9969496276549912	8	223	tissue homeostasis	BP	0.7366476951172269
GO:0060249	0.010121663583056752	0.9969496276549912	8	223	anatomical structure homeostasis	BP	0.7366476951172269
GO:0046513	0.010390349558868302	0.9983965065976996	4	63	ceramide biosynthetic process	BP	0.7502780401163659
GO:0002785	0.010451139192372385	1	1	1	negative regulation of antimicrobial peptide production	BP	0.7502780401163659
GO:0002787	0.010451139192372385	1	1	1	negative regulation of antibacterial peptide production	BP	0.7502780401163659
GO:0008348	0.010451139192372385	1	1	1	negative regulation of antimicrobial humoral response	BP	0.7502780401163659
GO:0044848	0.010671897364525382	0.9995546661100577	2	9	biological phase	BP	0.7583874268541169
GO:0044851	0.010671897364525382	0.9995546661100577	2	9	hair cycle phase	BP	0.7583874268541169
GO:0048819	0.010671897364525382	0.9995546661100577	2	9	regulation of hair follicle maturation	BP	0.7583874268541169
GO:0030307	0.010897418422309305	0.9973664073165811	6	130	positive regulation of cell growth	BP	0.7717978793416039
GO:0032963	0.0109418445007509	0.9977913197161633	5	84	collagen metabolic process	BP	0.7717978793416039
GO:0048870	0.010970310044654655	0.9936630401030038	33	1439	cell motility	BP	0.7717978793416039
GO:0034308	0.011007674590303785	0.9977792151978571	5	79	primary alcohol metabolic process	BP	0.7718537538304043
GO:0042447	0.011155234829834706	0.9994982655609497	2	12	hormone catabolic process	BP	0.7748935183114338
GO:0017014	0.011180738566838232	0.9996618838583559	2	4	protein nitrosylation	BP	0.7748935183114338
GO:0018119	0.011180738566838232	0.9996618838583559	2	4	peptidyl-cysteine S-nitrosylation	BP	0.7748935183114338
GO:2000288	0.011226098532345997	0.999493403196091	2	12	positive regulation of myoblast proliferation	BP	0.7748935183114338
GO:0006958	0.011234597583781803	0.9988555484882836	3	25	complement activation, classical pathway	BP	0.7748935183114338
GO:0003382	0.011528272524690191	0.9987838556652447	3	36	epithelial cell morphogenesis	BP	0.7925593482283751
GO:0008970	0.011573475582824727	0.9994765485406548	2	11	phospholipase A1 activity	MF	0.7930836871788919
GO:0016620	0.011705489149287845	0.9987783517451049	3	28	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	MF	0.7983975508254492
GO:0098739	0.011726676810190906	0.9971087439854973	6	161	import across plasma membrane	BP	0.7983975508254492
GO:0008237	0.01178087480213558	0.9970977891923468	6	146	metallopeptidase activity	MF	0.7995085002375356
GO:0030506	0.011886512925747082	0.9994309912881962	2	15	ankyrin binding	MF	0.7995290586676462
GO:0002713	0.01190143272970795	0.9994462513697037	2	12	negative regulation of B cell mediated immunity	BP	0.7995290586676462
GO:0002890	0.01190143272970795	0.9994462513697037	2	12	negative regulation of immunoglobulin mediated immune response	BP	0.7995290586676462
GO:0045861	0.011932704135331592	0.9970636694059247	6	122	negative regulation of proteolysis	BP	0.7995290586676462
GO:0006721	0.012017602908645682	0.9975269260636508	5	75	terpenoid metabolic process	BP	0.8026693892084675
GO:0031342	0.012073237145311218	0.9987136439922668	3	32	negative regulation of cell killing	BP	0.8038414611638441
GO:1902173	0.012247722225065006	1	1	1	negative regulation of keratinocyte apoptotic process	BP	0.8128944191264842
GO:0006665	0.01231005844194876	0.9969411357248219	6	140	sphingolipid metabolic process	BP	0.8144705124632304
GO:0086069	0.012512938063111365	0.9993954911350621	2	13	bundle of His cell to Purkinje myocyte communication	BP	0.8253064711250889
GO:0043129	0.012909234454238439	0.9993425946133395	2	18	surfactant homeostasis	BP	0.8487922192870918
GO:0002697	0.012971335591549499	0.9945830570109971	13	356	regulation of immune effector process	BP	0.8502267360100738
GO:0101002	0.013537882599593964	0.9957222126205658	8	178	ficolin-1-rich granule	CC	0.8846147063375549
GO:0046850	0.013838539329873988	0.9984315014832161	3	39	regulation of bone remodeling	BP	0.9014697873343221
GO:0005372	0.014201013974323516	0.9992750464510883	2	12	water transmembrane transporter activity	MF	0.9222356952063757
GO:1900426	0.01431792978818872	0.99928789048016875	2	10	positive regulation of defense response to bacterium	BP	0.9269761537101568
GO:0043438	0.014519546428470026	1	1	1	acetoacetic acid metabolic process	BP	0.9371545777348268
GO:2000291	0.014743151977161507	0.9992162248927587	2	14	regulation of myoblast proliferation	BP	0.9486858708230815
GO:0002430	0.015111931621953546	0.9991938132439571	2	13	complement receptor mediated signaling pathway	BP	0.9694602699481811
GO:0005504	0.015422993556320218	0.997412827451627	4	34	fatty acid binding	MF	0.9864172787869532
GO:0035662	0.015910606881589975	0.999419402389083	2	4	Toll-like receptor 4 binding	MF	1
GO:0010633	0.01607397802150557	0.9990983697106237	2	15	negative regulation of epithelial cell migration	BP	1
GO:0071604	0.01650291475525027	0.998008368448531	3	37	transforming growth factor beta production	BP	1
GO:0050544	0.016571710588294975	0.9992244780946329	2	6	arachidonate binding	MF	1
GO:0002823	0.017216449773017402	0.9969194698824401	4	62	negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	BP	1
GO:0071335	0.01775728233533109	1	1	1	hair follicle cell proliferation	BP	1
GO:0072091	0.017866038087044143	0.9967526434455481	4	71	regulation of stem cell proliferation	BP	1
GO:1904090	0.017870104185328167	0.9989839366002811	2	11	peptidase inhibitor complex	CC	1
GO:0036313	0.01792067265372992	0.9999193590658904	1	2	phosphatidylinositol 3-kinase catalytic subunit binding	MF	1
GO:0071914	0.017920672653792397	0.9999193590658898	1	2	prominosome	CC	1
GO:1904702	0.01792067265405203	0.9999193590658875	1	2	regulation of protein localization to adherens junction	BP	1
GO:0004923	0.01792067265426856	0.9999193590658855	1	2	leukemia inhibitory factor receptor activity	MF	1
GO:0051548	0.017920672654763783	0.999919359065881	1	2	negative regulation of keratinocyte migration	BP	1
GO:0005607	0.017921462355233345	0.999919351926177	1	2	laminin-2 complex	CC	1
GO:0001970	0.017927640711361135	0.9999192960564777	1	2	positive regulation of activation of membrane attack complex	BP	1
GO:0060529	0.017967483638985197	0.9999189352955754	1	2	squamous basal epithelial stem cell differentiation involved in prostate gland acinus development	BP	1
GO:0005367	0.01799825528073807	0.9999186561156668	1	2	myo-inositol:sodium symporter activity	MF	1
GO:0015146	0.01799825528073807	0.9999186561156668	1	2	pentose transmembrane transporter activity	MF	1
GO:0015750	0.01799825528073807	0.9999186561156668	1	2	pentose transmembrane transport	BP	1
GO:0006575	0.01800201196130535	0.9945335120890835	7	161	modified amino acid metabolic process	BP	1
GO:0034685	0.018007627586522346	0.9999185709879281	1	2	integrin alphav-beta6 complex	CC	1
GO:0032309	0.01804847514760965	0.9977711537015019	3	31	icosanoid secretion	BP	1
GO:0001216	0.018144469362626214	0.9926863157039277	11	365	DNA-binding transcription activator activity	MF	1
GO:0048817	0.01819627377204144	0.9999168479787822	1	2	negative regulation of hair follicle maturation	BP	1
GO:0050665	0.0182422113228671	0.9989060005065586	2	15	hydrogen peroxide biosynthetic process	BP	1
GO:0001867	0.018271176444302633	0.99892244375614625	2	13	complement activation, lectin pathway	BP	1
GO:0070661	0.018352383711692937	0.9926035087423309	11	311	leukocyte proliferation	BP	1
GO:1905715	0.018389219324626175	1	1	1	regulation of cornification	BP	1
GO:1905716	0.018389219324626175	1	1	1	negative regulation of cornification	BP	1
GO:0046718	0.0184177191057863	0.9957315898411054	5	116	symbiont entry into host cell	BP	1
GO:2001287	0.018444204305900103	0.9999145558025184	1	2	negative regulation of caveolin-mediated endocytosis	BP	1
GO:1900099	0.01845695426757502	0.9999144370756446	1	2	negative regulation of plasma cell differentiation	BP	1
GO:0046651	0.018618402751980463	0.9928553302880667	10	275	lymphocyte proliferation	BP	1
GO:0006508	0.018824932321039396	0.989025455706329	29	1274	proteolysis	BP	1
GO:0002252	0.018908322865622235	0.9907043013950001	17	561	immune effector process	BP	1
GO:0047677	0.018953933530401448	1	1	1	arachidonate 8(R)-lipoxygenase activity	MF	1
GO:0106237	0.018953933530401448	1	1	1	arachidonate 12(R)-lipoxygenase activity	MF	1
GO:0042475	0.01904911717493001	0.9964755539012373	4	68	odontogenesis of dentin-containing tooth	BP	1
GO:0016903	0.019419285272284044	0.9975126628895228	3	36	oxidoreductase activity, acting on the aldehyde or oxo group of donors	MF	1
GO:0098631	0.019718231292158803	0.9963023922947761	4	75	cell adhesion mediator activity	MF	1
GO:0110165	0.019734120223549586	1	216	13233	cellular anatomical structure	CC	1
GO:0048820	0.019759576694924053	0.9987637439528998	2	15	hair follicle maturation	BP	1
GO:0009653	0.01981897345730252	0.9873169388695133	43	2278	anatomical structure morphogenesis	BP	1
GO:0019372	0.019831260495617863	0.9988279812330829	2	10	lipoxygenase pathway	BP	1
GO:0034310	0.020044352242198613	0.9987721675655665	2	12	primary alcohol catabolic process	BP	1
GO:1905041	0.02008388363901087	0.9998986039421353	1	2	regulation of epithelium regeneration	BP	1
GO:1990399	0.02008388363901087	0.9998986039421353	1	2	epithelium regeneration	BP	1
GO:0035623	0.02010745416871623	0.9998983645830261	1	2	renal D-glucose absorption	BP	1
GO:0060707	0.02018189048348442	0.9987758990061557	2	11	trophoblast giant cell differentiation	BP	1
GO:0015908	0.02024358491218608	0.9952294309674312	5	87	fatty acid transport	BP	1
GO:0140487	0.020276871420699057	0.9989430842660786	2	6	metal ion sequestering activity	MF	1
GO:0016775	0.020297170814654642	0.9988425744277973	2	8	phosphotransferase activity, nitrogenous group as acceptor	MF	1
GO:0086065	0.020347114813931023	0.9973049985056044	3	51	cell communication involved in cardiac conduction	BP	1
GO:0050543	0.020382871775260616	0.9988771117040185	2	7	icosatetraenoic acid binding	MF	1
GO:0032943	0.02047700409604053	0.9920210010515161	10	281	mononuclear cell proliferation	BP	1
GO:0002820	0.02050518967310668	0.9961252287190412	4	66	negative regulation of adaptive immune response	BP	1
GO:0060197	0.020743856076213103	0.9998917941165674	1	2	cloacal septation	BP	1
GO:0044403	0.02085787850882336	0.9934642366510905	7	180	biological process involved in symbiotic interaction	BP	1
GO:0045217	0.02111954879757085	0.9986215245553562	2	16	cell-cell junction maintenance	BP	1
GO:0014704	0.021187335551478264	0.9971622250108867	3	46	intercalated disc	CC	1
GO:2000269	0.02137269970987247	0.9985732216960606	2	19	regulation of fibroblast apoptotic process	BP	1
GO:0120254	0.02148144617665143	0.993981390158537	6	125	olefinic compound metabolic process	BP	1
GO:0001905	0.021592982690114136	0.9985838065787686	2	15	activation of membrane attack complex	BP	1
GO:0045927	0.021728428319451255	0.9931218855894689	7	204	positive regulation of growth	BP	1
GO:0043604	0.02175167232524997	0.9938638865264263	6	153	amide biosynthetic process	BP	1
GO:0045087	0.02184206419159311	0.9880780704304459	22	821	innate immune response	BP	1
GO:0110095	0.021901716866705185	0.9986124095253819	2	11	cellular detoxification of aldehyde	BP	1
GO:0007398	0.02201491215974456	0.9985006891877466	2	20	ectoderm development	BP	1
GO:0051728	0.022015046412043868	0.9998780468720028	1	2	cell cycle switching, mitotic to meiotic cell cycle	BP	1
GO:0051729	0.022015046412043868	0.9998780468720028	1	2	germline cell cycle switching, mitotic to meiotic cell cycle	BP	1
GO:0060184	0.022015046412043868	0.9998780468720028	1	2	cell cycle switching	BP	1
GO:0040011	0.02241573811251748	0.9872554646522685	25	1039	locomotion	BP	1
GO:0051290	0.022692831123511913	0.9984717594188426	2	15	protein heterotetramerization	BP	1
GO:0043163	0.02300608456156217	0.9998667524988791	1	2	cell envelope organization	BP	1
GO:0050542	0.023120280701190682	0.9986372643009411	2	7	icosanoid binding	MF	1
GO:1904674	0.023137906634646474	0.9998652120578725	1	2	positive regulation of somatic stem cell population maintenance	BP	1
GO:0045107	0.023578332540899343	1	1	1	intermediate filament polymerization	BP	1
GO:0016264	0.02367146462245915	0.9983393426015494	2	18	gap junction assembly	BP	1
GO:0008336	0.024484855815736194	1	1	1	gamma-butyrobetaine dioxygenase activity	MF	1
GO:0005604	0.024677937833310598	0.9950210408942032	4	92	basement membrane	CC	1
GO:0002548	0.02471180180863356	0.9951497019654991	4	43	monocyte chemotaxis	BP	1
GO:1903428	0.0248472607886999	0.9982314081212759	2	16	positive regulation of reactive oxygen species biosynthetic process	BP	1
GO:0018153	0.02526239044736204	1	1	1	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine	BP	1
GO:0018262	0.02526239044736204	1	1	1	isopeptide cross-linking	BP	1
GO:0030667	0.02535759912929641	0.9903292615855106	9	278	secretory granule membrane	CC	1
GO:0055117	0.025459740912534373	0.9948531345440236	4	70	regulation of cardiac muscle contraction	BP	1
GO:0001855	0.025750773817855174	0.9998328277640707	1	2	complement component C4b binding	MF	1
GO:0071492	0.026295283827223223	0.998229929558006	2	9	cellular response to UV-A	BP	1
GO:0009986	0.02648615061022916	0.9861687136641596	18	734	cell surface	CC	1
GO:0004924	0.026760769770139543	0.999759515494187	1	3	oncostatin-M receptor activity	MF	1
GO:0048807	0.026801961243854998	0.9998188031384939	1	2	female genitalia morphogenesis	BP	1
GO:0005365	0.026837657226949103	0.9997581231494269	1	3	myo-inositol transmembrane transporter activity	MF	1
GO:0015798	0.026837657226949103	0.9997581231494269	1	3	myo-inositol transport	BP	1
GO:0098735	0.026872141924060955	0.9997574973491115	1	3	positive regulation of the force of heart contraction	BP	1
GO:1903674	0.02702027914787465	0.9997547997652177	1	3	regulation of cap-dependent translational initiation	BP	1
