category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	padj
GO:0072300	0.9999999999999971	0.9909993442289854	0	1	positive regulation of metanephric glomerulus development	BP	1
GO:0097749	0.9999999999999971	0.9550614464593615	0	5	membrane tubulation	BP	1
GO:0098621	0.9999999999999971	0.9909993442289854	0	1	O-phosphoseryl-tRNA(Sec) selenium transferase activity	MF	1
GO:0098694	0.9999999999999971	0.9905440142302968	0	1	regulation of synaptic vesicle budding from presynaptic endocytic zone membrane	BP	1
GO:0098908	0.9999999999999971	0.9732392302305141	0	3	regulation of neuronal action potential	BP	1
GO:0106008	0.9999999999999971	0.9909993442289854	0	1	2-oxoglutaramate amidase activity	MF	1
GO:0106439	0.9999999999999971	0.9909993442289854	0	1	L-lysine:L-arginine antiporter activity	MF	1
GO:0120219	0.9999999999999971	0.9909993442289854	0	1	subapical part of cell	CC	1
GO:0140048	0.9999999999999971	0.9909993442289854	0	1	manganese ion export across plasma membrane	BP	1
GO:0140055	0.9999999999999971	0.9909993442289854	0	1	histone H4K8ac reader activity	MF	1
GO:0140169	0.9999999999999971	0.9909993442289854	0	1	3-alpha-hydroxysteroid 3-dehydrogenase [NAD(P)+] activity	MF	1
GO:0140205	0.9999999999999971	0.9593051641827179	0	4	oligopeptide import across plasma membrane	BP	1
GO:0140206	0.9999999999999971	0.9593051641827179	0	4	dipeptide import across plasma membrane	BP	1
GO:0140983	0.9999999999999971	0.9909993442289854	0	1	calcium:manganese antiporter activity	MF	1
GO:0150024	0.9999999999999971	0.9909993442289854	0	1	oxidised low-density lipoprotein particle clearance	BP	1
GO:0150025	0.9999999999999971	0.9909993442289854	0	1	oxidised low-density lipoprotein particle receptor activity	MF	1
GO:0160121	0.9999999999999971	0.9909993442289854	0	1	bis(monoacylglycero)phosphate synthase activity	MF	1
GO:0180041	0.9999999999999971	0.9909993442289854	0	1	dol-P-Man:GlcN-acyl-PI alpha-1,4-mannosyltransferase activity	MF	1
GO:1900118	0.9999999999999971	0.9003215538812949	0	6	negative regulation of execution phase of apoptosis	BP	1
GO:1900133	0.9999999999999971	0.9507961204891394	0	4	regulation of renin secretion into blood stream	BP	1
GO:1900748	0.9999999999999971	0.8926146319732999	0	12	positive regulation of vascular endothelial growth factor signaling pathway	BP	1
GO:1901552	0.9999999999999971	0.9250683095197687	0	6	positive regulation of endothelial cell development	BP	1
GO:1901562	0.9999999999999971	0.9909993442289854	0	1	response to paraquat	BP	1
GO:1902043	0.9999999999999971	0.8594046049897313	0	11	positive regulation of extrinsic apoptotic signaling pathway via death domain receptors	BP	1
GO:1903142	0.9999999999999971	0.9250683095197687	0	6	positive regulation of establishment of endothelial barrier	BP	1
GO:1904331	0.9999999999999971	0.9909993442289854	0	1	regulation of error-prone translesion synthesis	BP	1
GO:1904333	0.9999999999999971	0.9909993442289854	0	1	positive regulation of error-prone translesion synthesis	BP	1
GO:1904426	0.9999999999999971	0.9909993442289854	0	1	positive regulation of GTP binding	BP	1
GO:1904960	0.9999999999999971	0.9909993442289854	0	1	positive regulation of cytochrome-c oxidase activity	BP	1
GO:1904980	0.9999999999999971	0.9909993442289854	0	1	positive regulation of endosome organization	BP	1
GO:1905115	0.9999999999999971	0.9592432012307367	0	1	regulation of lateral attachment of mitotic spindle microtubules to kinetochore	BP	1
GO:1905116	0.9999999999999971	0.9592432012307367	0	1	positive regulation of lateral attachment of mitotic spindle microtubules to kinetochore	BP	1
GO:1905355	0.9999999999999971	0.9909993442289854	0	1	spine apparatus assembly	BP	1
GO:1905430	0.9999999999999971	0.9899713030887509	0	1	cellular response to glycine	BP	1
GO:1905576	0.9999999999999971	0.9482242555375066	0	3	ganglioside GT1b binding	MF	1
GO:1990529	0.9999999999999971	0.9909993442289854	0	1	glycosylphosphatidylinositol-mannosyltransferase I complex	CC	1
GO:1990559	0.9999999999999971	0.9909993442289854	0	1	mitochondrial coenzyme A transmembrane transport	BP	1
GO:1990918	0.9999999999999971	0.9156914477652759	0	5	double-strand break repair involved in meiotic recombination	BP	1
GO:1990953	0.9999999999999971	0.9909993442289854	0	1	intramanchette transport	BP	1
GO:2000174	0.9999999999999971	0.9909993442289854	0	1	regulation of pro-T cell differentiation	BP	1
GO:2000176	0.9999999999999971	0.9909993442289854	0	1	positive regulation of pro-T cell differentiation	BP	1
GO:2000393	0.9999999999999971	0.9909993442289854	0	1	negative regulation of lamellipodium morphogenesis	BP	1
GO:2000480	0.9999999999999971	0.9904905584582063	0	1	negative regulation of cAMP-dependent protein kinase activity	BP	1
GO:2000896	0.9999999999999971	0.9905440142302968	0	1	amylopectin metabolic process	BP	1
GO:0002112	0.9999999999999972	0.985755886903601	0	1	interleukin-33 receptor binding	MF	1
GO:0002426	0.9999999999999972	0.9508009229767788	0	1	immunoglobulin production in mucosal tissue	BP	1
GO:0002664	0.9999999999999972	0.8177749033221109	0	13	regulation of T cell tolerance induction	BP	1
GO:0005021	0.9999999999999972	0.9376472944051344	0	7	vascular endothelial growth factor receptor activity	MF	1
GO:0006458	0.9999999999999972	0.8655374122680418	0	9	'de novo' protein folding	BP	1
GO:0007567	0.9999999999999972	0.8691467933936018	0	10	parturition	BP	1
GO:0010185	0.9999999999999972	0.985755886903601	0	1	regulation of cellular defense response	BP	1
GO:0010186	0.9999999999999972	0.985755886903601	0	1	positive regulation of cellular defense response	BP	1
GO:0010603	0.9999999999999972	0.9276105018011815	0	7	regulation of cytoplasmic mRNA processing body assembly	BP	1
GO:0014707	0.9999999999999972	0.949358318019548	0	2	branchiomeric skeletal muscle development	BP	1
GO:0015976	0.9999999999999972	0.9550743916237526	0	2	carbon utilization	BP	1
GO:0016593	0.9999999999999972	0.9172761570427539	0	6	Cdc73/Paf1 complex	CC	1
GO:0017136	0.9999999999999972	0.9121751664762165	0	6	histone deacetylase activity, NAD-dependent	MF	1
GO:0021535	0.9999999999999972	0.8525250744602563	0	14	cell migration in hindbrain	BP	1
GO:0021561	0.9999999999999972	0.8845279296769403	0	10	facial nerve development	BP	1
GO:0021610	0.9999999999999972	0.8845279296769403	0	10	facial nerve morphogenesis	BP	1
GO:0021852	0.9999999999999972	0.9730996054727106	0	3	pyramidal neuron migration to cerebral cortex	BP	1
GO:0021985	0.9999999999999972	0.9909370526631555	0	1	neurohypophysis development	BP	1
GO:0031094	0.9999999999999972	0.9186334577937777	0	9	platelet dense tubular network	CC	1
GO:0031995	0.9999999999999972	0.8776118230799589	0	7	insulin-like growth factor II binding	MF	1
GO:0032736	0.9999999999999972	0.8159840424430139	0	14	positive regulation of interleukin-13 production	BP	1
GO:0033033	0.9999999999999972	0.7294319840259387	0	15	negative regulation of myeloid cell apoptotic process	BP	1
GO:0034979	0.9999999999999972	0.9121751664762165	0	6	NAD-dependent protein lysine deacetylase activity	MF	1
GO:0035746	0.9999999999999972	0.9508009229767788	0	1	granzyme A production	BP	1
GO:0035782	0.9999999999999972	0.9508009229767788	0	1	mature natural killer cell chemotaxis	BP	1
GO:0035905	0.9999999999999972	0.9206510648437234	0	5	ascending aorta development	BP	1
GO:0043609	0.9999999999999972	0.9550743916237526	0	2	regulation of carbon utilization	BP	1
GO:0044352	0.9999999999999972	0.9340907941924679	0	7	pinosome	CC	1
GO:0044354	0.9999999999999972	0.9340907941924679	0	7	macropinosome	CC	1
GO:0045299	0.9999999999999972	0.9550800585425738	0	2	otolith mineralization	BP	1
GO:0048160	0.9999999999999972	0.981908766571052	0	2	primary follicle stage	BP	1
GO:0051354	0.9999999999999972	0.7918855621799561	0	7	negative regulation of oxidoreductase activity	BP	1
GO:0051387	0.9999999999999972	0.9661479866832976	0	3	negative regulation of neurotrophin TRK receptor signaling pathway	BP	1
GO:0060245	0.9999999999999972	0.8879394390924739	0	8	detection of cell density	BP	1
GO:0060831	0.9999999999999972	0.9608708091788258	0	4	smoothened signaling pathway involved in dorsal/ventral neural tube patterning	BP	1
GO:0070376	0.9999999999999972	0.9808554218398797	0	2	regulation of ERK5 cascade	BP	1
GO:0086098	0.9999999999999972	0.9808554218398797	0	2	angiotensin-activated signaling pathway involved in heart process	BP	1
GO:0097039	0.9999999999999972	0.9196463265803069	0	7	protein linear polyubiquitination	BP	1
GO:0097322	0.9999999999999972	0.9102994513393643	0	8	7SK snRNA binding	MF	1
GO:0098829	0.9999999999999972	0.9814596094058273	0	2	intestinal folate absorption	BP	1
GO:0098914	0.9999999999999972	0.9477158575838517	0	5	membrane repolarization during atrial cardiac muscle cell action potential	BP	1
GO:0099578	0.9999999999999972	0.9667461953970111	0	3	regulation of translation at postsynapse, modulating synaptic transmission	BP	1
GO:0120042	0.9999999999999972	0.985755886903601	0	1	negative regulation of macrophage proliferation	BP	1
GO:0140344	0.9999999999999972	0.9900935377760892	0	1	triglyceride transfer activity	MF	1
GO:0141218	0.9999999999999972	0.9121751664762165	0	6	NAD-dependent protein lysine deacylase activity	MF	1
GO:1905198	0.9999999999999972	0.9399622433173361	0	5	manchette assembly	BP	1
GO:1905550	0.9999999999999972	0.9458678410372023	0	5	regulation of protein localization to endoplasmic reticulum	BP	1
GO:1990760	0.9999999999999972	0.9395153443434223	0	6	osmolarity-sensing monoatomic cation channel activity	MF	1
GO:2000511	0.9999999999999972	0.9508009229767788	0	1	regulation of granzyme A production	BP	1
GO:2000513	0.9999999999999972	0.9508009229767788	0	1	positive regulation of granzyme A production	BP	1
GO:2000517	0.9999999999999972	0.9508009229767788	0	1	regulation of T-helper 1 cell activation	BP	1
GO:2000518	0.9999999999999972	0.9508009229767788	0	1	negative regulation of T-helper 1 cell activation	BP	1
GO:2000557	0.9999999999999972	0.9508009229767788	0	1	regulation of immunoglobulin production in mucosal tissue	BP	1
GO:2000558	0.9999999999999972	0.9508009229767788	0	1	positive regulation of immunoglobulin production in mucosal tissue	BP	1
GO:2000812	0.9999999999999972	0.957396175182653	0	2	regulation of barbed-end actin filament capping	BP	1
GO:2001151	0.9999999999999972	0.9876827379722162	0	1	regulation of renal water transport	BP	1
GO:2001153	0.9999999999999972	0.9876827379722162	0	1	positive regulation of renal water transport	BP	1
GO:0000015	0.9999999999999973	0.9322735864968418	0	3	phosphopyruvate hydratase complex	CC	1
GO:0002077	0.9999999999999973	0.9568054824023469	0	1	acrosome matrix dispersal	BP	1
GO:0003422	0.9999999999999973	0.980038052410556	0	2	growth plate cartilage morphogenesis	BP	1
GO:0004441	0.9999999999999973	0.9710008405577919	0	2	inositol-1,4-bisphosphate 1-phosphatase activity	MF	1
GO:0004634	0.9999999999999973	0.9322735864968418	0	3	phosphopyruvate hydratase activity	MF	1
GO:0005900	0.9999999999999973	0.982079327345883	0	2	oncostatin-M receptor complex	CC	1
GO:0006335	0.9999999999999973	0.9087943933945538	0	6	DNA replication-dependent chromatin assembly	BP	1
GO:0008650	0.9999999999999973	0.9892496789252229	0	1	rRNA (uridine-2'-O-)-methyltransferase activity	MF	1
GO:0010816	0.9999999999999973	0.9909797222242738	0	1	calcitonin catabolic process	BP	1
GO:0016935	0.9999999999999973	0.9870492104357981	0	1	glycine-gated chloride channel complex	CC	1
GO:0019519	0.9999999999999973	0.9818626710655235	0	2	pentitol metabolic process	BP	1
GO:0030813	0.9999999999999973	0.7237253558891086	0	21	positive regulation of nucleotide catabolic process	BP	1
GO:0030899	0.9999999999999973	0.9802058220053109	0	2	calcium-dependent ATPase activity	MF	1
GO:0032392	0.9999999999999973	0.9151781537050183	0	7	DNA geometric change	BP	1
GO:0032396	0.9999999999999973	0.823594289038165	0	11	inhibitory MHC class I receptor activity	MF	1
GO:0033123	0.9999999999999973	0.7237253558891086	0	21	positive regulation of purine nucleotide catabolic process	BP	1
GO:0034150	0.9999999999999973	0.9441177167315381	0	1	toll-like receptor 6 signaling pathway	BP	1
GO:0034151	0.9999999999999973	0.9441177167315381	0	1	regulation of toll-like receptor 6 signaling pathway	BP	1
GO:0034959	0.9999999999999973	0.9909797222242738	0	1	endothelin maturation	BP	1
GO:0035515	0.9999999999999973	0.9228537627920076	0	5	oxidative RNA demethylase activity	MF	1
GO:0035668	0.9999999999999973	0.9702684084944129	0	3	TRAM-dependent toll-like receptor signaling pathway	BP	1
GO:0035669	0.9999999999999973	0.9702684084944129	0	3	TRAM-dependent toll-like receptor 4 signaling pathway	BP	1
GO:0043007	0.9999999999999973	0.9885191772133444	0	1	maintenance of rDNA	BP	1
GO:0045629	0.9999999999999973	0.9134656533493242	0	5	negative regulation of T-helper 2 cell differentiation	BP	1
GO:0045821	0.9999999999999973	0.7237253558891086	0	21	positive regulation of glycolytic process	BP	1
GO:0045906	0.9999999999999973	0.8440688261540146	0	13	negative regulation of vasoconstriction	BP	1
GO:0045960	0.9999999999999973	0.9441177167315381	0	1	positive regulation of complement activation, classical pathway	BP	1
GO:0050104	0.9999999999999973	0.97553478161048	0	1	L-gulonate 3-dehydrogenase activity	MF	1
GO:0051623	0.9999999999999973	0.9815969671241621	0	1	positive regulation of norepinephrine uptake	BP	1
GO:0060712	0.9999999999999973	0.9583723536791563	0	1	spongiotrophoblast layer development	BP	1
GO:0060719	0.9999999999999973	0.9583723536791563	0	1	chorionic trophoblast cell development	BP	1
GO:0060931	0.9999999999999973	0.95235059034375	0	4	sinoatrial node cell development	BP	1
GO:0070032	0.9999999999999973	0.9287174639449423	0	4	synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex	CC	1
GO:0070392	0.9999999999999973	0.9441177167315381	0	1	detection of lipoteichoic acid	BP	1
GO:0070576	0.9999999999999973	0.9812856002890163	0	2	vitamin D 24-hydroxylase activity	MF	1
GO:0070902	0.9999999999999973	0.9709996431959098	0	2	mitochondrial tRNA pseudouridine synthesis	BP	1
GO:0072019	0.9999999999999973	0.9667876358429343	0	2	proximal convoluted tubule development	BP	1
GO:0072166	0.9999999999999973	0.9782030904697528	0	2	posterior mesonephric tubule development	BP	1
GO:0072209	0.9999999999999973	0.9808142196375583	0	2	metanephric mesangial cell differentiation	BP	1
GO:0072229	0.9999999999999973	0.9667876358429343	0	2	metanephric proximal convoluted tubule development	BP	1
GO:0072254	0.9999999999999973	0.9808142196375583	0	2	metanephric glomerular mesangial cell differentiation	BP	1
GO:0072716	0.9999999999999973	0.9671439722178506	0	3	response to actinomycin D	BP	1
GO:0072717	0.9999999999999973	0.9671439722178506	0	3	cellular response to actinomycin D	BP	1
GO:0072749	0.9999999999999973	0.9815969671241621	0	1	cellular response to cytochalasin B	BP	1
GO:0086089	0.9999999999999973	0.9660659477749955	0	3	voltage-gated potassium channel activity involved in atrial cardiac muscle cell action potential repolarization	MF	1
GO:0090177	0.9999999999999973	0.9341330522350436	0	3	establishment of planar polarity involved in neural tube closure	BP	1
GO:0120040	0.9999999999999973	0.9302785561021116	0	6	regulation of macrophage proliferation	BP	1
GO:0180012	0.9999999999999973	0.8894043707384099	0	11	co-transcriptional RNA 3'-end processing, cleavage and polyadenylation pathway	BP	1
GO:1901328	0.9999999999999973	0.9815969671241621	0	1	response to cytochalasin B	BP	1
GO:1903080	0.9999999999999973	0.9441177167315381	0	1	regulation of C-C chemokine receptor CCR7 signaling pathway	BP	1
GO:1903082	0.9999999999999973	0.9441177167315381	0	1	positive regulation of C-C chemokine receptor CCR7 signaling pathway	BP	1
GO:1904825	0.9999999999999973	0.9805439172766834	0	2	protein localization to microtubule plus-end	BP	1
GO:1905062	0.9999999999999973	0.9834895413942399	0	1	positive regulation of cardioblast proliferation	BP	1
GO:1905725	0.9999999999999973	0.9805439172766834	0	2	protein localization to microtubule end	BP	1
GO:1905808	0.9999999999999973	0.9441177167315381	0	1	positive regulation of synapse pruning	BP	1
GO:1990812	0.9999999999999973	0.9716164154103195	0	3	growth cone filopodium	CC	1
GO:1990889	0.9999999999999973	0.9852685041911756	0	1	histone H4K20me3 reader activity	MF	1
GO:2000182	0.9999999999999973	0.9479441759707611	0	3	regulation of progesterone biosynthetic process	BP	1
GO:2000309	0.9999999999999973	0.9391193554968242	0	2	positive regulation of tumor necrosis factor (ligand) superfamily member 11 production	BP	1
GO:2000350	0.9999999999999973	0.9441177167315381	0	1	positive regulation of CD40 signaling pathway	BP	1
GO:2000370	0.9999999999999973	0.9727704461153008	0	3	positive regulation of clathrin-dependent endocytosis	BP	1
GO:2000416	0.9999999999999973	0.9358326248241938	0	4	regulation of eosinophil migration	BP	1
GO:2000730	0.9999999999999973	0.9885191772133444	0	1	regulation of termination of RNA polymerase I transcription	BP	1
GO:0001680	0.9999999999999974	0.9664286120314911	0	3	tRNA 3'-terminal CCA addition	BP	1
GO:0002323	0.9999999999999974	0.7930411484431834	0	12	natural killer cell activation involved in immune response	BP	1
GO:0002875	0.9999999999999974	0.9770746007692972	0	1	negative regulation of chronic inflammatory response to antigenic stimulus	BP	1
GO:0003183	0.9999999999999974	0.8357136456093707	0	12	mitral valve morphogenesis	BP	1
GO:0004000	0.9999999999999974	0.9471913616820854	0	6	adenosine deaminase activity	MF	1
GO:0004155	0.9999999999999974	0.9810460664696001	0	1	6,7-dihydropteridine reductase activity	MF	1
GO:0004351	0.9999999999999974	0.9902019063545145	0	1	glutamate decarboxylase activity	MF	1
GO:0004936	0.9999999999999974	0.9244975573482566	0	5	alpha-adrenergic receptor activity	MF	1
GO:0005141	0.9999999999999974	0.9770746007692972	0	1	interleukin-10 receptor binding	MF	1
GO:0005143	0.9999999999999974	0.9467724914487696	0	3	interleukin-12 receptor binding	MF	1
GO:0005171	0.9999999999999974	0.9603611821462807	0	2	hepatocyte growth factor receptor binding	MF	1
GO:0006540	0.9999999999999974	0.9902019063545145	0	1	gamma-aminobutyrate shunt	BP	1
GO:0006713	0.9999999999999974	0.9686940465178558	0	1	glucocorticoid catabolic process	BP	1
GO:0008140	0.9999999999999974	0.8290677512944938	0	10	cAMP response element binding protein binding	MF	1
GO:0016189	0.9999999999999974	0.9731508633260484	0	3	synaptic vesicle to endosome fusion	BP	1
GO:0016237	0.9999999999999974	0.7724175545112147	0	21	microautophagy	BP	1
GO:0016344	0.9999999999999974	0.972181617581807	0	3	meiotic chromosome movement towards spindle pole	BP	1
GO:0018027	0.9999999999999974	0.9640974788550098	0	4	peptidyl-lysine dimethylation	BP	1
GO:0019145	0.9999999999999974	0.9555484236525545	0	2	aminobutyraldehyde dehydrogenase (NAD+) activity	MF	1
GO:0030171	0.9999999999999974	0.9754758241229513	0	1	voltage-gated proton channel activity	MF	1
GO:0030222	0.9999999999999974	0.9624779376832154	0	4	eosinophil differentiation	BP	1
GO:0030393	0.9999999999999974	0.9810460664696001	0	1	fructoselysine metabolic process	BP	1
GO:0031232	0.9999999999999974	0.9811549936979702	0	2	extrinsic component of external side of plasma membrane	CC	1
GO:0034388	0.9999999999999974	0.947440593577852	0	5	Pwp2p-containing subcomplex of 90S preribosome	CC	1
GO:0034498	0.9999999999999974	0.8639132499016704	0	11	early endosome to Golgi transport	BP	1
GO:0034596	0.9999999999999974	0.930201359010534	0	8	phosphatidylinositol phosphate 4-phosphatase activity	MF	1
GO:0034666	0.9999999999999974	0.9732392302304848	0	3	integrin alpha2-beta1 complex	CC	1
GO:0035226	0.9999999999999974	0.990936492843857	0	1	glutamate-cysteine ligase catalytic subunit binding	MF	1
GO:0036525	0.9999999999999974	0.9810460664696001	0	1	protein deglycation	BP	1
GO:0038160	0.9999999999999974	0.9024461363081924	0	4	CXCL12-activated CXCR4 signaling pathway	BP	1
GO:0039019	0.9999999999999974	0.9820776674526723	0	2	pronephric nephron development	BP	1
GO:0043196	0.9999999999999974	0.870444346601905	0	6	varicosity	CC	1
GO:0046294	0.9999999999999974	0.9701215207312733	0	2	formaldehyde catabolic process	BP	1
GO:0048341	0.9999999999999974	0.936569850199846	0	6	paraxial mesoderm formation	BP	1
GO:0048742	0.9999999999999974	0.9466305913223755	0	6	regulation of skeletal muscle fiber development	BP	1
GO:0050904	0.9999999999999974	0.9461604799689548	0	6	diapedesis	BP	1
GO:0051066	0.9999999999999974	0.9810460664696001	0	1	dihydrobiopterin metabolic process	BP	1
GO:0051964	0.9999999999999974	0.8889977362851064	0	9	negative regulation of synapse assembly	BP	1
GO:0051988	0.9999999999999974	0.7318967530758078	0	22	regulation of attachment of spindle microtubules to kinetochore	BP	1
GO:0060267	0.9999999999999974	0.9216435291036691	0	5	positive regulation of respiratory burst	BP	1
GO:0060302	0.9999999999999974	0.9770746007692972	0	1	negative regulation of cytokine activity	BP	1
GO:0071387	0.9999999999999974	0.990990170808737	0	1	cellular response to cortisol stimulus	BP	1
GO:0071864	0.9999999999999974	0.9615035170249424	0	4	positive regulation of cell proliferation in bone marrow	BP	1
GO:0080132	0.9999999999999974	0.9796181371148286	0	1	fatty acid 2-hydroxylase activity	MF	1
GO:0090037	0.9999999999999974	0.9706189941366523	0	3	positive regulation of protein kinase C signaling	BP	1
GO:0090122	0.9999999999999974	0.9752584890579351	0	1	cholesterol ester hydrolysis involved in cholesterol transport	BP	1
GO:0090648	0.9999999999999974	0.9820793273454214	0	2	response to environmental enrichment	BP	1
GO:0098842	0.9999999999999974	0.952381411949384	0	5	postsynaptic early endosome	CC	1
GO:0098895	0.9999999999999974	0.9366435376994219	0	7	postsynaptic endosome membrane	CC	1
GO:0102194	0.9999999999999974	0.9810460664696001	0	1	protein-fructosamine 3-kinase activity	MF	1
GO:0120520	0.9999999999999974	0.9796181371148286	0	1	free fatty acid 2-hydroxylase activity	MF	1
GO:0120521	0.9999999999999974	0.9796181371148286	0	1	4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase activity	MF	1
GO:0140078	0.9999999999999974	0.8155430156663183	0	8	class I DNA-(apurinic or apyrimidinic site) endonuclease activity	MF	1
GO:0140087	0.9999999999999974	0.9555484236525545	0	2	acetaldehyde dehydrogenase (NAD+) activity	MF	1
GO:0140469	0.9999999999999974	0.9808275893805517	0	2	GCN2-mediated signaling	BP	1
GO:0140742	0.9999999999999974	0.9636651538848731	0	4	lncRNA transcription	BP	1
GO:0160025	0.9999999999999974	0.9062462495561787	0	3	sensory perception of itch	BP	1
GO:0160213	0.9999999999999974	0.9313769858260527	0	5	beta-arrestin-dependent dopamine receptor signaling pathway	BP	1
GO:0170014	0.9999999999999974	0.9435590703666988	0	3	ankyrin-1 complex	CC	1
GO:1902004	0.9999999999999974	0.728052107285435	0	18	positive regulation of amyloid-beta formation	BP	1
GO:1902033	0.9999999999999974	0.8236781559390829	0	14	regulation of hematopoietic stem cell proliferation	BP	1
GO:1902071	0.9999999999999974	0.9244972492279848	0	3	regulation of hypoxia-inducible factor-1alpha signaling pathway	BP	1
GO:1902908	0.9999999999999974	0.9775602771922011	0	2	regulation of melanosome transport	BP	1
GO:1903119	0.9999999999999974	0.9553116772591794	0	5	protein localization to actin cytoskeleton	BP	1
GO:1904347	0.9999999999999974	0.9536748929026104	0	2	regulation of small intestine smooth muscle contraction	BP	1
GO:1904349	0.9999999999999974	0.9536748929026104	0	2	positive regulation of small intestine smooth muscle contraction	BP	1
GO:1990276	0.9999999999999974	0.9862245088929052	0	1	RNA 5'-gamma-phosphate methyltransferase activity	MF	1
GO:1990429	0.9999999999999974	0.9438515209982746	0	3	peroxisomal importomer complex	CC	1
GO:1990609	0.9999999999999974	0.990936492843857	0	1	glutamate-cysteine ligase regulator activity	MF	1
GO:2000436	0.9999999999999974	0.9530637182025093	0	5	positive regulation of protein neddylation	BP	1
GO:2000659	0.9999999999999974	0.8713121314261864	0	10	regulation of interleukin-1-mediated signaling pathway	BP	1
GO:0000309	0.9999999999999976	0.9719984617903772	0	3	nicotinamide-nucleotide adenylyltransferase activity	MF	1
GO:0001405	0.9999999999999976	0.9582678765243052	0	4	PAM complex, Tim23 associated import motor	CC	1
GO:0001828	0.9999999999999976	0.9608390757446313	0	3	inner cell mass cellular morphogenesis	BP	1
GO:0002330	0.9999999999999976	0.9757108388300189	0	1	pre-B cell receptor expression	BP	1
GO:0002337	0.9999999999999976	0.9636399177191327	0	2	B-1a B cell differentiation	BP	1
GO:0003263	0.9999999999999976	0.8618934163599132	0	10	cardioblast proliferation	BP	1
GO:0003264	0.9999999999999976	0.8618934163599132	0	10	regulation of cardioblast proliferation	BP	1
GO:0003332	0.9999999999999976	0.9674884970503792	0	3	negative regulation of extracellular matrix constituent secretion	BP	1
GO:0003680	0.9999999999999976	0.9321083258856353	0	7	minor groove of adenine-thymine-rich DNA binding	MF	1
GO:0003987	0.9999999999999976	0.9599997760163156	0	4	acetate-CoA ligase activity	MF	1
GO:0004311	0.9999999999999976	0.9816186625138769	0	2	geranylgeranyl diphosphate synthase activity	MF	1
GO:0006271	0.9999999999999976	0.7985736502829773	0	15	DNA strand elongation involved in DNA replication	BP	1
GO:0007076	0.9999999999999976	0.856888390841027	0	16	mitotic chromosome condensation	BP	1
GO:0007497	0.9999999999999976	0.9818177277419207	0	2	posterior midgut development	BP	1
GO:0008160	0.9999999999999976	0.9562052402069289	0	4	protein tyrosine phosphatase activator activity	MF	1
GO:0008212	0.9999999999999976	0.8880686731332905	0	11	mineralocorticoid metabolic process	BP	1
GO:0009886	0.9999999999999976	0.973122882185173	0	3	post-embryonic animal morphogenesis	BP	1
GO:0010312	0.9999999999999976	0.9820793273461708	0	2	detoxification of zinc ion	BP	1
GO:0010470	0.9999999999999976	0.9074292238863801	0	8	regulation of gastrulation	BP	1
GO:0010725	0.9999999999999976	0.9909663813389658	0	1	regulation of primitive erythrocyte differentiation	BP	1
GO:0010753	0.9999999999999976	0.8837650525753854	0	5	positive regulation of cGMP-mediated signaling	BP	1
GO:0012502	0.9999999999999976	0.9757108388300189	0	1	induction of programmed cell death	BP	1
GO:0016408	0.9999999999999976	0.8330340158699879	0	13	C-acyltransferase activity	MF	1
GO:0016624	0.9999999999999976	0.9155005560620642	0	7	oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor	MF	1
GO:0017002	0.9999999999999976	0.9209429776030806	0	9	activin receptor activity	MF	1
GO:0021562	0.9999999999999976	0.9381110295245934	0	7	vestibulocochlear nerve development	BP	1
GO:0021649	0.9999999999999976	0.9820793273461708	0	2	vestibulocochlear nerve structural organization	BP	1
GO:0022810	0.9999999999999976	0.9608192246048961	0	3	membrane potential driven uniporter activity	MF	1
GO:0023041	0.9999999999999976	0.8931362894589342	0	6	neuronal signal transduction	BP	1
GO:0030643	0.9999999999999976	0.940105264462432	0	5	intracellular phosphate ion homeostasis	BP	1
GO:0030868	0.9999999999999976	0.9118470925627503	0	6	smooth endoplasmic reticulum membrane	CC	1
GO:0031389	0.9999999999999976	0.9907081909743891	0	1	Rad17 RFC-like complex	CC	1
GO:0031860	0.9999999999999976	0.9723413922016656	0	3	telomeric 3' overhang formation	BP	1
GO:0031862	0.9999999999999976	0.982079327345969	0	2	prostanoid receptor binding	MF	1
GO:0031871	0.9999999999999976	0.982079327345969	0	2	proteinase activated receptor binding	MF	1
GO:0032581	0.9999999999999976	0.9633759355950804	0	1	ER-dependent peroxisome organization	BP	1
GO:0032795	0.9999999999999976	0.9122776956320534	0	5	heterotrimeric G-protein binding	MF	1
GO:0032873	0.9999999999999976	0.858730089609964	0	8	negative regulation of stress-activated MAPK cascade	BP	1
GO:0032959	0.9999999999999976	0.9461790854739738	0	6	inositol trisphosphate biosynthetic process	BP	1
GO:0033550	0.9999999999999976	0.9412255777415202	0	6	MAP kinase tyrosine phosphatase activity	MF	1
GO:0034188	0.9999999999999976	0.982079327345969	0	2	apolipoprotein A-I receptor activity	MF	1
GO:0034684	0.9999999999999976	0.9819478121903963	0	2	integrin alphav-beta5 complex	CC	1
GO:0035854	0.9999999999999976	0.9909663813389658	0	1	eosinophil fate commitment	BP	1
GO:0036058	0.9999999999999976	0.9818626710654668	0	2	filtration diaphragm assembly	BP	1
GO:0036066	0.9999999999999976	0.9819984651478303	0	2	protein O-linked glycosylation via fucose	BP	1
